id,country,ticker,date,value
190,egypt,usdegp,18/10/2016,8.78
191,egypt,usdegp,19/10/2016,8.78
192,egypt,usdegp,20/10/2016,8.78
193,egypt,usdegp,23/10/2016,8.78
194,egypt,usdegp,24/10/2016,8.78
195,egypt,usdegp,25/10/2016,8.78
196,egypt,usdegp,26/10/2016,8.78
197,egypt,usdegp,27/10/2016,8.78
198,egypt,usdegp,30/10/2016,8.78
199,egypt,usdegp,31/10/2016,8.78
200,egypt,usdegp,01/11/2016,8.78
201,egypt,usdegp,02/11/2016,8.78
202,egypt,usdegp,03/11/2016,14.645
203,egypt,usdegp,04/11/2016,14.645
204,egypt,usdegp,05/11/2016,14.645
205,egypt,usdegp,06/11/2016,15.9432
206,egypt,usdegp,07/11/2016,16.8372
207,egypt,usdegp,08/11/2016,17.6299
208,egypt,usdegp,09/11/2016,17.3376
209,egypt,usdegp,10/11/2016,16.7481
210,egypt,usdegp,13/11/2016,15.9409
211,egypt,usdegp,14/11/2016,15.5458
212,egypt,usdegp,15/11/2016,15.5174
213,egypt,usdegp,16/11/2016,15.6084
214,egypt,usdegp,17/11/2016,15.8386
215,egypt,usdegp,20/11/2016,17.4007
216,egypt,usdegp,21/11/2016,17.6231
217,egypt,usdegp,22/11/2016,17.5373
218,egypt,usdegp,23/11/2016,17.5232
219,egypt,usdegp,24/11/2016,17.5854
220,egypt,usdegp,27/11/2016,17.6938
221,egypt,usdegp,28/11/2016,17.7473
222,egypt,usdegp,29/11/2016,17.9026
223,egypt,usdegp,30/11/2016,17.9474
224,egypt,usdegp,01/12/2016,17.8946
225,egypt,usdegp,04/12/2016,17.8174
226,egypt,usdegp,05/12/2016,17.8589
227,egypt,usdegp,06/12/2016,17.8684
228,egypt,usdegp,07/12/2016,17.993
229,egypt,usdegp,08/12/2016,18.119
230,egypt,usdegp,12/12/2016,18.2142
231,egypt,usdegp,13/12/2016,18.3467
232,egypt,usdegp,14/12/2016,18.664
233,egypt,usdegp,15/12/2016,18.4724
234,egypt,usdegp,18/12/2016,18.5223
235,egypt,usdegp,19/12/2016,18.9622
236,egypt,usdegp,20/12/2016,19.3568
237,egypt,usdegp,21/12/2016,19.317
238,egypt,usdegp,22/12/2016,19.0641
239,egypt,usdegp,25/12/2016,19.0232
240,egypt,usdegp,26/12/2016,19.0193
241,egypt,usdegp,27/12/2016,19.0166
242,egypt,usdegp,28/12/2016,19.0145
243,egypt,usdegp,29/12/2016,18.2665
244,egypt,usdegp,02/01/2017,18.2672
245,egypt,usdegp,03/01/2017,18.2864
246,egypt,usdegp,04/01/2017,18.2255
247,egypt,usdegp,05/01/2017,18.1651
248,egypt,usdegp,08/01/2017,18.1496
249,egypt,usdegp,09/01/2017,18.2618
250,egypt,usdegp,10/01/2017,18.4588
251,egypt,usdegp,11/01/2017,18.7283
252,egypt,usdegp,12/01/2017,18.7748
253,egypt,usdegp,15/01/2017,18.7672
254,egypt,usdegp,16/01/2017,18.7779
255,egypt,usdegp,17/01/2017,18.8316
256,egypt,usdegp,18/01/2017,18.826
257,egypt,usdegp,19/01/2017,18.8278
258,egypt,usdegp,22/01/2017,18.8164
259,egypt,usdegp,23/01/2017,18.8331
260,egypt,usdegp,24/01/2017,18.8319
261,egypt,usdegp,26/01/2017,18.824
262,egypt,usdegp,29/01/2017,18.8266
263,egypt,usdegp,30/01/2017,18.8328
264,egypt,usdegp,31/01/2017,18.8148
265,egypt,usdegp,01/02/2017,18.8298
266,egypt,usdegp,02/02/2017,18.6949
267,egypt,usdegp,05/02/2017,18.448
268,egypt,usdegp,06/02/2017,18.4123
269,egypt,usdegp,07/02/2017,18.3511
270,egypt,usdegp,08/02/2017,18.152
271,egypt,usdegp,09/02/2017,17.9465
272,egypt,usdegp,12/02/2017,17.5907
273,egypt,usdegp,13/02/2017,17.288
274,egypt,usdegp,14/02/2017,16.5634
275,egypt,usdegp,15/02/2017,16.4474
276,egypt,usdegp,16/02/2017,16.1493
277,egypt,usdegp,19/02/2017,15.8008
278,egypt,usdegp,20/02/2017,15.7827
279,egypt,usdegp,21/02/2017,15.8035
280,egypt,usdegp,22/02/2017,15.7884
281,egypt,usdegp,23/02/2017,15.8128
282,egypt,usdegp,26/02/2017,15.8123
283,egypt,usdegp,27/02/2017,15.8191
284,egypt,usdegp,28/02/2017,15.8214
285,egypt,usdegp,01/03/2017,15.9907
286,egypt,usdegp,02/03/2017,16.2665
287,egypt,usdegp,05/03/2017,16.3928
288,egypt,usdegp,06/03/2017,16.6584
289,egypt,usdegp,07/03/2017,17.3962
290,egypt,usdegp,08/03/2017,17.6947
291,egypt,usdegp,09/03/2017,17.7215
292,egypt,usdegp,12/03/2017,17.697
293,egypt,usdegp,13/03/2017,17.7372
294,egypt,usdegp,14/03/2017,17.99
295,egypt,usdegp,15/03/2017,18.1703
296,egypt,usdegp,16/03/2017,18.1434
297,egypt,usdegp,19/03/2017,18.1396
298,egypt,usdegp,20/03/2017,18.1414
299,egypt,usdegp,21/03/2017,18.1407
300,egypt,usdegp,22/03/2017,18.1422
301,egypt,usdegp,23/03/2017,18.1409
302,egypt,usdegp,26/03/2017,18.1361
303,egypt,usdegp,27/03/2017,18.1358
304,egypt,usdegp,28/03/2017,18.1373
305,egypt,usdegp,29/03/2017,18.1355
306,egypt,usdegp,30/03/2017,18.1396
307,egypt,usdegp,02/04/2017,18.1403
308,egypt,usdegp,03/04/2017,18.1186
309,egypt,usdegp,04/04/2017,18.0611
310,egypt,usdegp,05/04/2017,18.0251
311,egypt,usdegp,06/04/2017,18.0342
312,egypt,usdegp,09/04/2017,18.0386
313,egypt,usdegp,10/04/2017,18.0427
314,egypt,usdegp,11/04/2017,18.0699
315,egypt,usdegp,12/04/2017,18.0819
316,egypt,usdegp,13/04/2017,18.0895
317,egypt,usdegp,18/04/2017,18.0872
318,egypt,usdegp,19/04/2017,18.0918
319,egypt,usdegp,20/04/2017,18.1011
320,egypt,usdegp,23/04/2017,18.0896
321,egypt,usdegp,24/04/2017,18.092
322,egypt,usdegp,26/04/2017,18.0919
323,egypt,usdegp,27/04/2017,18.0738
324,egypt,usdegp,30/04/2017,18.0765
325,egypt,usdegp,02/05/2017,18.075
326,egypt,usdegp,03/05/2017,18.0793
327,egypt,usdegp,04/05/2017,18.0814
328,egypt,usdegp,08/05/2017,18.0738
329,egypt,usdegp,09/05/2017,18.0813
330,egypt,usdegp,10/05/2017,18.0761
331,egypt,usdegp,11/05/2017,18.0824
332,egypt,usdegp,14/05/2017,18.0786
333,egypt,usdegp,15/05/2017,18.0743
334,egypt,usdegp,16/05/2017,18.0801
335,egypt,usdegp,17/05/2017,18.0857
336,egypt,usdegp,18/05/2017,18.0863
337,egypt,usdegp,21/05/2017,18.0832
338,egypt,usdegp,22/05/2017,18.0651
339,egypt,usdegp,23/05/2017,18.0603
340,egypt,usdegp,24/05/2017,18.0658
341,egypt,usdegp,25/05/2017,18.0696
342,egypt,usdegp,28/05/2017,18.0714
343,egypt,usdegp,29/05/2017,18.078
344,egypt,usdegp,30/05/2017,18.0753
345,egypt,usdegp,31/05/2017,18.0868
346,egypt,usdegp,01/06/2017,18.0774
347,egypt,usdegp,04/06/2017,18.0739
348,egypt,usdegp,05/06/2017,18.083
349,egypt,usdegp,06/06/2017,18.082
350,egypt,usdegp,07/06/2017,18.0901
351,egypt,usdegp,08/06/2017,18.0884
352,egypt,usdegp,11/06/2017,18.0859
353,egypt,usdegp,12/06/2017,18.0876
354,egypt,usdegp,13/06/2017,18.0906
355,egypt,usdegp,14/06/2017,18.0908
356,egypt,usdegp,15/06/2017,18.093
357,egypt,usdegp,18/06/2017,18.0961
358,egypt,usdegp,19/06/2017,18.0987
359,egypt,usdegp,20/06/2017,18.097
360,egypt,usdegp,21/06/2017,18.0982
361,egypt,usdegp,22/06/2017,18.0923
362,egypt,usdegp,28/06/2017,18.0911
363,egypt,usdegp,02/07/2017,18.0897
364,egypt,usdegp,03/07/2017,17.9447
365,egypt,usdegp,04/07/2017,17.8914
366,egypt,usdegp,05/07/2017,17.8828
367,egypt,usdegp,06/07/2017,17.8798
368,egypt,usdegp,09/07/2017,17.8764
369,egypt,usdegp,10/07/2017,17.8823
370,egypt,usdegp,11/07/2017,17.89
371,egypt,usdegp,12/07/2017,17.9033
372,egypt,usdegp,13/07/2017,17.9288
373,egypt,usdegp,16/07/2017,17.9397
374,egypt,usdegp,17/07/2017,17.9451
375,egypt,usdegp,18/07/2017,17.9295
376,egypt,usdegp,19/07/2017,17.9291
377,egypt,usdegp,20/07/2017,17.8781
378,egypt,usdegp,24/07/2017,17.8792
379,egypt,usdegp,25/07/2017,17.8981
380,egypt,usdegp,26/07/2017,17.8963
381,egypt,usdegp,27/07/2017,17.8793
382,egypt,usdegp,30/07/2017,17.8861
383,egypt,usdegp,31/07/2017,17.8865
384,egypt,usdegp,01/08/2017,17.8897
385,egypt,usdegp,02/08/2017,17.8395
386,egypt,usdegp,03/08/2017,17.8133
387,egypt,usdegp,06/08/2017,17.7833
388,egypt,usdegp,07/08/2017,17.7821
389,egypt,usdegp,07/08/2017,18.0778
390,egypt,usdegp,08/08/2017,17.78
391,egypt,usdegp,09/08/2017,17.7849
392,egypt,usdegp,10/08/2017,17.7816
393,egypt,usdegp,13/08/2017,17.7762
394,egypt,usdegp,14/08/2017,17.7602
395,egypt,usdegp,15/08/2017,17.7643
396,egypt,usdegp,16/08/2017,17.7642
397,egypt,usdegp,17/08/2017,17.7605
398,egypt,usdegp,20/08/2017,17.7543
399,egypt,usdegp,21/08/2017,17.7494
400,egypt,usdegp,22/08/2017,17.7466
401,egypt,usdegp,23/08/2017,17.728
402,egypt,usdegp,24/08/2017,17.7225
403,egypt,usdegp,27/08/2017,17.7078
404,egypt,usdegp,28/08/2017,17.6739
405,egypt,usdegp,29/08/2017,17.6732
406,egypt,usdegp,30/08/2017,17.655
407,egypt,usdegp,05/09/2017,17.6512
408,egypt,usdegp,06/09/2017,17.6541
409,egypt,usdegp,07/09/2017,17.654
410,egypt,usdegp,10/09/2017,17.657
411,egypt,usdegp,11/09/2017,17.6632
412,egypt,usdegp,12/09/2017,17.6622
413,egypt,usdegp,13/09/2017,17.6585
414,egypt,usdegp,14/09/2017,17.6603
415,egypt,usdegp,17/09/2017,17.661
416,egypt,usdegp,18/09/2017,17.6592
417,egypt,usdegp,19/09/2017,17.6611
418,egypt,usdegp,20/09/2017,17.6587
419,egypt,usdegp,24/09/2017,17.6581
420,egypt,usdegp,25/09/2017,17.6596
421,egypt,usdegp,26/09/2017,17.6591
422,egypt,usdegp,27/09/2017,17.6565
423,egypt,usdegp,28/09/2017,17.6486
424,egypt,usdegp,01/10/2017,17.6387
425,egypt,usdegp,02/10/2017,17.6428
426,egypt,usdegp,03/10/2017,17.6477
427,egypt,usdegp,04/10/2017,17.6455
428,egypt,usdegp,08/10/2017,17.6347
429,egypt,usdegp,09/10/2017,17.6316
430,egypt,usdegp,10/10/2017,17.6313
431,egypt,usdegp,11/10/2017,17.6339
432,egypt,usdegp,12/10/2017,17.6339
433,egypt,usdegp,15/10/2017,17.6344
434,egypt,usdegp,16/10/2017,17.6446
435,egypt,usdegp,17/10/2017,17.6457
436,egypt,usdegp,18/10/2017,17.6443
437,egypt,usdegp,19/10/2017,17.6452
438,egypt,usdegp,22/10/2017,17.6453
439,egypt,usdegp,23/10/2017,17.644
440,egypt,usdegp,24/10/2017,17.6458
441,egypt,usdegp,25/10/2017,17.6473
442,egypt,usdegp,26/10/2017,17.6477
443,egypt,usdegp,29/10/2017,17.651
444,egypt,usdegp,30/10/2017,17.6496
445,egypt,usdegp,31/10/2017,17.6487
446,egypt,usdegp,01/11/2017,17.6433
447,egypt,usdegp,02/11/2017,17.6401
448,egypt,usdegp,05/11/2017,17.6464
449,egypt,usdegp,06/11/2017,17.6459
450,egypt,usdegp,07/11/2017,17.6463
451,egypt,usdegp,08/11/2017,17.6454
452,egypt,usdegp,09/11/2017,17.6474
453,egypt,usdegp,12/11/2017,17.6448
454,egypt,usdegp,13/11/2017,17.6357
455,egypt,usdegp,14/11/2017,17.6384
456,egypt,usdegp,15/11/2017,17.6405
457,egypt,usdegp,16/11/2017,17.6447
458,egypt,usdegp,19/11/2017,17.6443
459,egypt,usdegp,20/11/2017,17.6523
460,egypt,usdegp,21/11/2017,17.6564
461,egypt,usdegp,22/11/2017,17.6877
462,egypt,usdegp,23/11/2017,17.6959
463,egypt,usdegp,26/11/2017,17.6971
464,egypt,usdegp,27/11/2017,17.7179
465,egypt,usdegp,28/11/2017,17.7422
466,egypt,usdegp,29/11/2017,17.7235
467,egypt,usdegp,03/12/2017,17.6997
468,egypt,usdegp,04/12/2017,17.715
469,egypt,usdegp,05/12/2017,17.7438
470,egypt,usdegp,06/12/2017,17.7677
471,egypt,usdegp,07/12/2017,17.8059
472,egypt,usdegp,10/12/2017,17.8146
473,egypt,usdegp,11/12/2017,17.8114
474,egypt,usdegp,12/12/2017,17.8162
475,egypt,usdegp,13/12/2017,17.8218
476,egypt,usdegp,14/12/2017,17.8229
477,egypt,usdegp,17/12/2017,17.8202
478,egypt,usdegp,18/12/2017,17.8255
479,egypt,usdegp,19/12/2017,17.8266
480,egypt,usdegp,20/12/2017,17.826
481,egypt,usdegp,21/12/2017,17.8344
482,egypt,usdegp,24/12/2017,17.8302
483,egypt,usdegp,25/12/2017,17.8332
484,egypt,usdegp,26/12/2017,17.8203
485,egypt,usdegp,27/12/2017,17.818
486,egypt,usdegp,28/12/2017,17.7844
487,egypt,usdegp,31/12/2017,17.7277
488,egypt,usdegp,02/01/2018,17.7277
489,egypt,usdegp,03/01/2018,17.7127
490,egypt,usdegp,04/01/2018,17.7036
491,egypt,usdegp,08/01/2018,17.6918
492,egypt,usdegp,09/01/2018,17.6834
493,egypt,usdegp,10/01/2018,17.7009
494,egypt,usdegp,11/01/2018,17.7057
495,egypt,usdegp,14/01/2018,17.7086
496,egypt,usdegp,15/01/2018,17.7174
497,egypt,usdegp,16/01/2018,17.716
498,egypt,usdegp,17/01/2018,17.7014
499,egypt,usdegp,18/01/2018,17.7015
500,egypt,usdegp,21/01/2018,17.6998
501,egypt,usdegp,22/01/2018,17.7059
502,egypt,usdegp,23/01/2018,17.7106
503,egypt,usdegp,24/01/2018,17.706
504,egypt,usdegp,28/01/2018,17.6879
505,egypt,usdegp,29/01/2018,17.6676
506,egypt,usdegp,30/01/2018,17.6666
507,egypt,usdegp,31/01/2018,17.6717
508,egypt,usdegp,01/02/2018,17.6639
509,egypt,usdegp,04/02/2018,17.6611
510,egypt,usdegp,05/02/2018,17.6706
511,egypt,usdegp,06/02/2018,17.6527
512,egypt,usdegp,07/02/2018,17.6585
513,egypt,usdegp,08/02/2018,17.6642
514,egypt,usdegp,11/02/2018,17.6744
515,egypt,usdegp,12/02/2018,17.6869
516,egypt,usdegp,13/02/2018,17.6987
517,egypt,usdegp,14/02/2018,17.6996
518,egypt,usdegp,15/02/2018,17.6939
519,egypt,usdegp,18/02/2018,17.676
520,egypt,usdegp,19/02/2018,17.6837
521,egypt,usdegp,20/02/2018,17.6861
522,egypt,usdegp,21/02/2018,17.6932
523,egypt,usdegp,22/02/2018,17.6849
524,egypt,usdegp,25/02/2018,17.6849
525,egypt,usdegp,26/02/2018,17.6592
526,egypt,usdegp,27/02/2018,17.6335
527,egypt,usdegp,28/02/2018,17.638
528,egypt,usdegp,01/03/2018,17.6302
529,egypt,usdegp,04/03/2018,17.6273
530,egypt,usdegp,05/03/2018,17.6104
531,egypt,usdegp,06/03/2018,17.6177
532,egypt,usdegp,07/03/2018,17.618
533,egypt,usdegp,08/03/2018,17.6162
534,egypt,usdegp,11/03/2018,17.6143
535,egypt,usdegp,12/03/2018,17.619
536,egypt,usdegp,14/03/2018,17.6226
537,egypt,usdegp,15/03/2018,17.6181
538,egypt,usdegp,17/03/2018,17.625
539,egypt,usdegp,18/03/2018,17.6163
540,egypt,usdegp,18/03/2018,17.6226
541,egypt,usdegp,19/03/2018,17.6334
542,egypt,usdegp,20/03/2018,17.6333
543,egypt,usdegp,21/03/2018,17.6333
544,egypt,usdegp,22/03/2018,17.6352
545,egypt,usdegp,25/03/2018,17.6377
546,egypt,usdegp,28/03/2018,17.6427
547,egypt,usdegp,29/03/2018,17.6441
548,egypt,usdegp,01/04/2018,17.6391
549,egypt,usdegp,02/04/2018,17.6485
550,egypt,usdegp,03/04/2018,17.6541
551,egypt,usdegp,04/04/2018,17.6683
552,egypt,usdegp,05/04/2018,17.676
553,egypt,usdegp,10/04/2018,17.6752
554,egypt,usdegp,11/04/2018,17.6762
555,egypt,usdegp,12/04/2018,17.6817
556,egypt,usdegp,15/04/2018,17.6819
557,egypt,usdegp,16/04/2018,17.689
558,egypt,usdegp,17/04/2018,17.6944
559,egypt,usdegp,18/04/2018,17.6982
560,egypt,usdegp,22/04/2018,17.6998
561,egypt,usdegp,23/04/2018,17.6948
562,egypt,usdegp,24/04/2018,17.7009
563,egypt,usdegp,26/04/2018,17.7
564,egypt,usdegp,29/04/2018,17.6977
565,egypt,usdegp,30/04/2018,17.6727
566,egypt,usdegp,01/05/2018,17.6566
567,egypt,usdegp,02/05/2018,17.6565
568,egypt,usdegp,03/05/2018,17.6618
569,egypt,usdegp,06/05/2018,17.6761
570,egypt,usdegp,07/05/2018,17.6952
571,egypt,usdegp,08/05/2018,17.7298
572,egypt,usdegp,09/05/2018,17.7554
573,egypt,usdegp,10/05/2018,17.783
574,egypt,usdegp,11/05/2018,17.783
575,egypt,usdegp,12/05/2018,17.783
576,egypt,usdegp,13/05/2018,17.801
577,egypt,usdegp,14/05/2018,17.8205
578,egypt,usdegp,15/05/2018,17.8349
579,egypt,usdegp,16/05/2018,17.9183
580,egypt,usdegp,17/05/2018,17.8982
581,egypt,usdegp,18/05/2018,17.8982
582,egypt,usdegp,19/05/2018,17.8982
583,egypt,usdegp,20/05/2018,17.9034
584,egypt,usdegp,21/05/2018,17.9064
585,egypt,usdegp,22/05/2018,17.9097
586,egypt,usdegp,23/05/2018,17.9108
587,egypt,usdegp,24/05/2018,17.9114
588,egypt,usdegp,25/05/2018,17.9114
589,egypt,usdegp,26/05/2018,17.9124
590,egypt,usdegp,27/05/2018,17.9124
591,egypt,usdegp,28/05/2018,17.9174
592,egypt,usdegp,29/05/2018,17.9174
593,egypt,usdegp,30/05/2018,17.9154
594,egypt,usdegp,31/05/2018,17.9044
595,egypt,usdegp,01/06/2018,17.9044
596,egypt,usdegp,02/06/2018,17.9044
597,egypt,usdegp,03/06/2018,17.8974
598,egypt,usdegp,04/06/2018,17.8934
599,egypt,usdegp,05/06/2018,17.8959
600,egypt,usdegp,06/06/2018,17.8864
601,egypt,usdegp,07/06/2018,17.8703
602,egypt,usdegp,08/06/2018,17.8703
603,egypt,usdegp,09/06/2018,17.8568
604,egypt,usdegp,10/06/2018,17.8568
605,egypt,usdegp,11/06/2018,17.85
606,egypt,usdegp,12/06/2018,17.85
607,egypt,usdegp,13/06/2018,17.8514
608,egypt,usdegp,14/06/2018,17.8606
609,egypt,usdegp,19/06/2018,17.8525
610,egypt,usdegp,20/06/2018,17.8701
611,egypt,usdegp,21/06/2018,17.88
612,egypt,usdegp,22/06/2018,17.88
613,egypt,usdegp,23/06/2018,17.8824
614,egypt,usdegp,24/06/2018,17.8824
615,egypt,usdegp,25/06/2018,17.8836
616,egypt,usdegp,26/06/2018,17.8801
