Date,Close,High,Low,Open,Volume
2016-01-01,0.9208899736404419,0.9208899736404419,0.9202200174331665,0.9208899736404419,0
2016-01-04,0.9213200211524963,0.9254119992256165,0.9135760068893433,0.9212300181388855,0
2016-01-05,0.9235699772834778,0.9335319995880127,0.9224200248718262,0.9236999750137329,0
2016-01-06,0.9300600290298462,0.9326620101928711,0.9283300042152405,0.9300600290298462,0
2016-01-07,0.9277300238609314,0.9281600117683411,0.9194560050964355,0.9278200268745422,0
2016-01-08,0.9152500033378601,0.9252399802207947,0.9150000214576721,0.9151600003242493,0
2016-01-11,0.9139900207519531,0.9214890003204346,0.9135800004005432,0.9141600131988525,0
2016-01-12,0.9209799766540527,0.9238730072975159,0.9172629714012146,0.9208999872207642,0
2016-01-13,0.9221699833869934,0.9254119992256165,0.9187800288200378,0.9221699833869934,0
2016-01-14,0.9186099767684937,0.922510027885437,0.913241982460022,0.9184399843215942,0
2016-01-15,0.9208999872207642,0.9210000038146973,0.9105809926986694,0.9210000038146973,0
2016-01-18,0.9157500267028809,0.9194560050964355,0.9151600003242493,0.9158300161361694,0
2016-01-19,0.9178500175476074,0.9206410050392151,0.9165899753570557,0.9178500175476074,0
2016-01-20,0.9163399934768677,0.9180300235748291,0.9110789895057678,0.9164599776268005,0
2016-01-21,0.9193699955940247,0.9274719953536987,0.9155830144882202,0.9193699955940247,0
2016-01-22,0.9206399917602539,0.9262700080871582,0.9204710125923157,0.9207299947738647,0
2016-01-25,0.926010012626648,0.926609992980957,0.921658992767334,0.926010012626648,0
2016-01-26,0.9214000105857849,0.9242140054702759,0.9191179871559143,0.9213399887084961,0
2016-01-27,0.9203900098800659,0.9214000105857849,0.9164220094680786,0.9204699993133545,0
2016-01-28,0.9167600274085999,0.919963002204895,0.913241982460022,0.9170899987220764,0
2016-01-29,0.914330005645752,0.9242140054702759,0.9134799838066101,0.914330005645752,0
2016-02-01,0.9237099885940552,0.9236800074577332,0.9164220094680786,0.9236800074577332,0
2016-02-02,0.9176599979400635,0.9178299903869629,0.9140769839286804,0.9175199866294861,0
2016-02-03,0.9155799746513367,0.9169260263442993,0.9026899933815002,0.9155799746513367,0
2016-02-04,0.9016299843788147,0.9031789898872375,0.8898379802703857,0.9015499949455261,0
2016-02-05,0.8928599953651428,0.9000899791717529,0.8914999961853027,0.8928599953651428,0
2016-02-08,0.8972600102424622,0.9018759727478027,0.893655002117157,0.8970999717712402,0
2016-02-09,0.8936700224876404,0.8957359790802002,0.8838610053062439,0.8935800194740295,0
2016-02-10,0.8857399821281433,0.895550012588501,0.8842499852180481,0.8857399821281433,0
2016-02-11,0.8864499926567078,0.886838972568512,0.8796619772911072,0.886210024356842,0
2016-02-12,0.8835499882698059,0.8904719948768616,0.882319986820221,0.8835999965667725,0
2016-02-15,0.8907899856567383,0.8984730243682861,0.8897200226783752,0.8907899856567383,0
2016-02-16,0.8949300050735474,0.8984730243682861,0.8934950232505798,0.894599974155426,0
2016-02-17,0.8970999717712402,0.9002519845962524,0.8944540023803711,0.8971800208091736,0
2016-02-18,0.8990399837493896,0.9030159711837769,0.8967000246047974,0.8991199731826782,0
2016-02-19,0.9000099897384644,0.9035059809684753,0.8968610167503357,0.9000899791717529,0
2016-02-22,0.8989599943161011,0.9085950255393982,0.8988800048828125,0.8989599943161011,0
2016-02-23,0.9067800045013428,0.9097530245780945,0.9048140048980713,0.9068599939346313,0
2016-02-24,0.9068599939346313,0.9124100208282471,0.905797004699707,0.9070299863815308,0
2016-02-25,0.9079399704933167,0.9097530245780945,0.904977023601532,0.9078599810600281,0
2016-02-26,0.9070299863815308,0.9152479767799377,0.9033420085906982,0.9070299863815308,0
2016-02-29,0.9154199957847595,0.9204710125923157,0.9122419953346252,0.9152500033378601,0
2016-03-01,0.9183599948883057,0.9226790070533752,0.9179360270500183,0.9185299873352051,0
2016-03-02,0.9194599986076355,0.9237020015716553,0.9191179871559143,0.9193699955940247,0
2016-03-03,0.9200500249862671,0.9211500287055969,0.9142439961433411,0.9199600219726562,0
2016-03-04,0.9133300185203552,0.9167580008506775,0.905797004699707,0.9134100079536438,0
2016-03-07,0.9095900058746338,0.9139099717140198,0.9091699719429016,0.9095900058746338,0
2016-03-08,0.9077699780464172,0.9085950255393982,0.9041590094566345,0.9079399704933167,0
2016-03-09,0.9087600111961365,0.9134100079536438,0.9078400135040283,0.9089300036430359,0
