value
0.095
-0.065
-0.05
-0.085
-0.12
-0.23
-0.195
-0.07
-0.085
-0.05
0.02
0.04
0.085
0.05
0.065
0.015
0.04
0.075
0.075
0.01
0.06
0.065
0.035
0.045
0.08
0.045
0.045
0.05
0.03
0.03
0.06
0.11
0.125
0.13
0.085
-0.01
0.0
-0.015
-0.095
-0.045
-0.095
-0.165
-0.16
-0.28
-0.215
-0.15
-0.08
-0.025
-0.065
-0.155
0.005
-0.04
0.0
0.03
0.01
0.045
0.015
0.04
0.03
0.02
0.055
0.15
0.12
0.09
0.08
0.05
0.015
0.02
0.065
0.095
0.05
0.07
0.17
0.18
0.21
0.215
0.235
0.225
0.18
0.22
0.24
0.245
0.25
0.41
0.49
0.5
0.32
0.385
0.43
0.395
0.595
0.64
0.765
0.95
0.66
0.62
0.73
0.71
0.725
0.87
1.07
1.05
1.045
0.89
0.855
0.935
1.05
1.09
1.245
1.37
1.485
1.31
1.5
1.42
1.545
1.6
1.645
1.655
1.805
2.06
2.24
2.11
