value
0.169
0.098
0.098
0.06
0.06
0.059
0.058
0.058
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.056
0.075
0.056
0.056
0.063
0.063
0.063
0.068
0.068
0.097
0.097
0.078
0.078
0.091
0.091
0.05
0.05
0.05
0.05
0.03
0.03
0.05
0.05
0.049
0.049
0.049
0.009
0.009
0.009
0.018
0.021
0.021
0.021
0.006
-0.039
-0.042
-0.042
-0.065
-0.065
-0.055
-0.055
-0.055
-0.055
-0.055
-0.055
-0.065
-0.065
-0.065
-0.072
-0.072
-0.072
-0.072
-0.072
-0.072
-0.049
-0.049
-0.049
-0.049
-0.049
-0.049
0.005
-0.031
-0.02
-0.016
-0.016
-0.016
-0.015
-0.006
0.001
-0.008
-0.001
-0.019
-0.003
-0.003
-0.003
0.024
-0.012
0.024
0.052
0.025
0.027
0.109
0.109
0.129
0.149
0.166
0.255
0.256
0.256
0.362
0.386
0.76727
0.79182
0.82091
0.78364
0.77545
0.77273
0.77273
0.77273
0.81818
0.80909
0.80636
1.07273
1.11636
1.23
