date,value
2016-01-01,202875
2016-02-01,195969
2016-03-01,191893
2016-04-01,200834
2016-05-01,193192
2016-06-01,221970
2016-07-01,166607
2016-08-01,207956
2016-09-01,217185
2016-10-01,209514
2016-11-01,217790
2016-12-01,203651
2017-01-01,216318
2017-02-01,199970
2017-03-01,222401
2017-04-01,185535
2017-05-01,209651
2017-06-01,228961
2017-07-01,171443
2017-08-01,218068
2017-09-01,222799
2017-10-01,222760
2017-11-01,228345
2017-12-01,202238
2018-01-01,224067
2018-02-01,209760
2018-03-01,213807
2018-04-01,212625
2018-05-01,212208
2018-06-01,237529
2018-07-01,182163
2018-08-01,227687
2018-09-01,226290
2018-10-01,242106
2018-11-01,246792
2018-12-01,213926
2019-01-01,239801
2019-02-01,218796
2019-03-01,234207
2019-04-01,215422
2019-05-01,231657
2019-06-01,242071
2019-07-01,201568
2019-08-01,238233
2019-09-01,244852
2019-10-01,255374
2019-11-01,249648
2019-12-01,223485
2020-01-01,252678
2020-02-01,232854
2020-03-01,238768
2020-04-01,208136
2020-05-01,217194
2020-06-01,245903
2020-07-01,197829
2020-08-01,228691
2020-09-01,249111
2020-10-01,248421
2020-11-01,242603
2020-12-01,231715
2021-01-01,241433
2021-02-01,230958
2021-03-01,251904
2021-04-01,230869
2021-05-01,231764
2021-06-01,272149
2021-07-01,209009
2021-08-01,255267
2021-09-01,274961
2021-10-01,270292
2021-11-01,286624
2021-12-01,273405
2022-01-01,277351
2022-02-01,263336
2022-03-01,299749
2022-04-01,261638
2022-05-01,280889
2022-06-01,302412
2022-07-01,235185
2022-08-01,298899
2022-09-01,305771
2022-10-01,299818
2022-11-01,314271
2022-12-01,300610
2023-01-01,308735
2023-02-01,282297
2023-03-01,318172
2023-04-01,263251
2023-05-01,286805
2023-06-01,323874
2023-07-01,239835
2023-08-01,304275
2023-09-01,310376
2023-10-01,317851
2023-11-01,326801
2023-12-01,286461
2024-01-01,321896
2024-02-01,301415
2024-03-01,291824
2024-04-01,309486
2024-05-01,300157
2024-06-01,323198
2024-07-01,266300
2024-08-01,312079
2024-09-01,327455
2024-10-01,337542
2024-11-01,329820
2024-12-01,296348
2025-01-01,338919
2025-02-01,311691
2025-03-01,330165
2025-04-01,305549
2025-05-01,323093
2025-06-01,341781
2025-07-01,278229
2025-08-01,320268
2025-09-01,350630
2025-10-01,352122
2025-11-01,337867
2025-12-01,321654
