date,fuel_exports
2016-01-01,52.9734980784027
2016-01-02,57.1858991050078
2016-01-03,57.1858991050078
2016-01-04,57.1858991050078
2016-01-05,57.1858991050078
2016-01-06,57.1858991050078
2016-01-07,57.1858991050078
2016-01-08,57.1858991050078
2016-01-09,57.1858991050078
2016-01-10,57.1858991050078
2016-01-11,57.1858991050078
2016-01-12,57.1858991050078
2016-01-13,57.1858991050078
2016-01-14,57.1858991050078
2016-01-15,57.1858991050078
2016-01-16,57.1858991050078
2016-01-17,57.1858991050078
2016-01-18,57.1858991050078
2016-01-19,57.1858991050078
2016-01-20,57.1858991050078
2016-01-21,57.1858991050078
2016-01-22,57.1858991050078
2016-01-23,57.1858991050078
2016-01-24,57.1858991050078
2016-01-25,57.1858991050078
2016-01-26,57.1858991050078
2016-01-27,57.1858991050078
2016-01-28,57.1858991050078
2016-01-29,57.1858991050078
2016-01-30,57.1858991050078
2016-01-31,57.1858991050078
2016-02-01,57.1858991050078
2016-02-02,57.1858991050078
2016-02-03,57.1858991050078
2016-02-04,57.1858991050078
2016-02-05,57.1858991050078
2016-02-06,57.1858991050078
2016-02-07,57.1858991050078
2016-02-08,57.1858991050078
2016-02-09,57.1858991050078
2016-02-10,57.1858991050078
2016-02-11,57.1858991050078
2016-02-12,57.1858991050078
2016-02-13,57.1858991050078
2016-02-14,57.1858991050078
2016-02-15,57.1858991050078
2016-02-16,57.1858991050078
2016-02-17,57.1858991050078
2016-02-18,57.1858991050078
2016-02-19,57.1858991050078
2016-02-20,57.1858991050078
2016-02-21,57.1858991050078
2016-02-22,57.1858991050078
2016-02-23,57.1858991050078
2016-02-24,57.1858991050078
2016-02-25,57.1858991050078
2016-02-26,57.1858991050078
2016-02-27,57.1858991050078
2016-02-28,57.1858991050078
2016-02-29,57.1858991050078
2016-03-01,57.1858991050078
2016-03-02,57.1858991050078
2016-03-03,57.1858991050078
2016-03-04,57.1858991050078
2016-03-05,57.1858991050078
2016-03-06,57.1858991050078
2016-03-07,57.1858991050078
2016-03-08,57.1858991050078
2016-03-09,57.1858991050078
2016-03-10,57.1858991050078
2016-03-11,57.1858991050078
2016-03-12,57.1858991050078
2016-03-13,57.1858991050078
2016-03-14,57.1858991050078
2016-03-15,57.1858991050078
2016-03-16,57.1858991050078
2016-03-17,57.1858991050078
2016-03-18,57.1858991050078
2016-03-19,57.1858991050078
2016-03-20,57.1858991050078
2016-03-21,57.1858991050078
2016-03-22,57.1858991050078
2016-03-23,57.1858991050078
2016-03-24,57.1858991050078
2016-03-25,57.1858991050078
2016-03-26,57.1858991050078
2016-03-27,57.1858991050078
2016-03-28,57.1858991050078
2016-03-29,57.1858991050078
2016-03-30,57.1858991050078
2016-03-31,57.1858991050078
2016-04-01,57.1858991050078
2016-04-02,57.1858991050078
2016-04-03,57.1858991050078
2016-04-04,57.1858991050078
2016-04-05,57.1858991050078
2016-04-06,57.1858991050078
2016-04-07,57.1858991050078
2016-04-08,57.1858991050078
2016-04-09,57.1858991050078
2016-04-10,57.1858991050078
2016-04-11,57.1858991050078
2016-04-12,57.1858991050078
2016-04-13,57.1858991050078
2016-04-14,57.1858991050078
2016-04-15,57.1858991050078
2016-04-16,57.1858991050078
2016-04-17,57.1858991050078
2016-04-18,57.1858991050078
2016-04-19,57.1858991050078
2016-04-20,57.1858991050078
2016-04-21,57.1858991050078
2016-04-22,57.1858991050078
2016-04-23,57.1858991050078
2016-04-24,57.1858991050078
2016-04-25,57.1858991050078
2016-04-26,57.1858991050078
