id,region,date,oil_elec_pct,energy_use,fuel_imports,fuel_exports,gas_elec_pct
1,egypt,01/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
2,egypt,02/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
3,egypt,03/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
4,egypt,04/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
5,egypt,05/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
6,egypt,06/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
7,egypt,07/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
8,egypt,08/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
9,egypt,09/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
10,egypt,10/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
11,egypt,11/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
12,egypt,12/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
13,egypt,13/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
14,egypt,14/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
15,egypt,15/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
16,egypt,16/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
17,egypt,17/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
18,egypt,18/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
19,egypt,19/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
20,egypt,20/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
21,egypt,21/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
22,egypt,22/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
23,egypt,23/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
24,egypt,24/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
25,egypt,25/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
26,egypt,26/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
27,egypt,27/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
28,egypt,28/01/2016,15.5331605314976,872.581407763809,15.1702855048148,13.7657934284608,76.1971630232227
