id,region,date,oil_elec_pct,energy_use,fuel_exports,gas_elec_pct
1,germany,01/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
2,germany,02/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
3,germany,03/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
4,germany,04/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
5,germany,05/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
6,germany,06/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
7,germany,07/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
8,germany,08/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
9,germany,09/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
10,germany,10/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
11,germany,11/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
12,germany,12/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
13,germany,13/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
14,germany,14/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
15,germany,15/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
16,germany,16/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
17,germany,17/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
18,germany,18/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
19,germany,19/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
20,germany,20/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
21,germany,21/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
22,germany,22/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
23,germany,23/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
24,germany,24/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
25,germany,25/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
26,germany,26/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
27,germany,27/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
28,germany,28/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
29,germany,29/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
30,germany,30/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
31,germany,31/01/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
32,germany,01/02/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
33,germany,02/02/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
34,germany,03/02/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
35,germany,04/02/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
36,germany,05/02/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
37,germany,06/02/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
38,germany,07/02/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
39,germany,08/02/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
40,germany,09/02/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
41,germany,10/02/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
42,germany,11/02/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
43,germany,12/02/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
44,germany,13/02/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
45,germany,14/02/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
46,germany,15/02/2016,0.898763777021719,3765.21799936242,1.64382508639625,12.6518758580611
