id,region,date,oil_elec_pct,energy_use,fuel_imports,fuel_exports,gas_elec_pct
1,japan,01/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
2,japan,02/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
3,japan,03/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
4,japan,04/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
5,japan,05/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
6,japan,06/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
7,japan,07/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
8,japan,08/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
9,japan,09/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
10,japan,10/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
11,japan,11/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
12,japan,12/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
13,japan,13/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
14,japan,14/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
15,japan,15/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
16,japan,16/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
17,japan,17/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
18,japan,18/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
19,japan,19/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
20,japan,20/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
21,japan,21/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
22,japan,22/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
23,japan,23/01/2016,6.8701855133164,3370.8877963853,18.268471084979,1.45314833400369,41.0442024403207
