id,region,ticker,date,value
1,euro_zone,interest_rate,2016-01-04,0.75
2,euro_zone,interest_rate,2016-01-05,0.75
3,euro_zone,interest_rate,2016-01-06,0.75
4,euro_zone,interest_rate,2016-01-07,0.75
5,euro_zone,interest_rate,2016-01-08,0.75
6,euro_zone,interest_rate,2016-01-11,0.75
7,euro_zone,interest_rate,2016-01-12,0.75
8,euro_zone,interest_rate,2016-01-13,0.75
9,euro_zone,interest_rate,2016-01-14,0.75
10,euro_zone,interest_rate,2016-01-15,0.75
11,euro_zone,interest_rate,2016-01-18,0.75
12,euro_zone,interest_rate,2016-01-19,0.75
13,euro_zone,interest_rate,2016-01-20,0.75
14,euro_zone,interest_rate,2016-01-21,0.75
15,euro_zone,interest_rate,2016-01-22,0.75
16,euro_zone,interest_rate,2016-01-25,0.75
17,euro_zone,interest_rate,2016-01-26,0.75
18,euro_zone,interest_rate,2016-01-27,0.75
19,euro_zone,interest_rate,2016-01-28,0.75
20,euro_zone,interest_rate,2016-01-29,0.75
21,euro_zone,interest_rate,2016-02-01,0.75
22,euro_zone,interest_rate,2016-02-02,0.75
23,euro_zone,interest_rate,2016-02-03,0.75
24,euro_zone,interest_rate,2016-02-04,0.75
25,euro_zone,interest_rate,2016-02-05,0.75
26,euro_zone,interest_rate,2016-02-08,0.75
27,euro_zone,interest_rate,2016-02-09,0.75
28,euro_zone,interest_rate,2016-02-10,0.75
29,euro_zone,interest_rate,2016-02-11,0.75
30,euro_zone,interest_rate,2016-02-12,0.75
31,euro_zone,interest_rate,2016-02-15,0.75
32,euro_zone,interest_rate,2016-02-16,0.75
33,euro_zone,interest_rate,2016-02-17,0.75
34,euro_zone,interest_rate,2016-02-18,0.75
35,euro_zone,interest_rate,2016-02-19,0.75
36,euro_zone,interest_rate,2016-02-22,0.75
37,euro_zone,interest_rate,2016-02-23,0.75
38,euro_zone,interest_rate,2016-02-24,0.75
39,euro_zone,interest_rate,2016-02-25,0.75
40,euro_zone,interest_rate,2016-02-26,0.75
41,euro_zone,interest_rate,2016-02-29,0.75
42,euro_zone,interest_rate,2016-03-01,0.75
43,euro_zone,interest_rate,2016-03-02,0.75
44,euro_zone,interest_rate,2016-03-03,0.75
45,euro_zone,interest_rate,2016-03-04,0.75
46,euro_zone,interest_rate,2016-03-07,0.75
47,euro_zone,interest_rate,2016-03-08,0.75
48,euro_zone,interest_rate,2016-03-09,0.75
49,euro_zone,interest_rate,2016-03-10,0.75
50,euro_zone,interest_rate,2016-03-11,0.75
51,euro_zone,interest_rate,2016-03-14,0.75
52,euro_zone,interest_rate,2016-03-15,0.75
53,euro_zone,interest_rate,2016-03-16,0.75
54,euro_zone,interest_rate,2016-03-17,0.75
55,euro_zone,interest_rate,2016-03-18,0.5
56,euro_zone,interest_rate,2016-03-21,0.5
57,euro_zone,interest_rate,2016-03-22,0.5
58,euro_zone,interest_rate,2016-03-23,0.5
59,euro_zone,interest_rate,2016-03-29,0.5
60,euro_zone,interest_rate,2016-03-30,0.5
61,euro_zone,interest_rate,2016-03-31,0.5
62,euro_zone,interest_rate,2016-04-01,0.5
63,euro_zone,interest_rate,2016-04-04,0.5
64,euro_zone,interest_rate,2016-04-05,0.5
65,euro_zone,interest_rate,2016-04-06,0.5
66,euro_zone,interest_rate,2016-04-07,0.5
67,euro_zone,interest_rate,2016-04-08,0.5
68,euro_zone,interest_rate,2016-04-11,0.5
69,euro_zone,interest_rate,2016-04-12,0.5
70,euro_zone,interest_rate,2016-04-13,0.5
71,euro_zone,interest_rate,2016-04-14,0.5
72,euro_zone,interest_rate,2016-04-15,0.5
73,euro_zone,interest_rate,2016-04-18,0.5
74,euro_zone,interest_rate,2016-04-19,0.5
75,euro_zone,interest_rate,2016-04-20,0.5
76,euro_zone,interest_rate,2016-04-21,0.5
77,euro_zone,interest_rate,2016-04-22,0.5
78,euro_zone,interest_rate,2016-04-25,0.5
79,euro_zone,interest_rate,2016-04-26,0.5
80,euro_zone,interest_rate,2016-04-27,0.5
81,euro_zone,interest_rate,2016-04-28,0.5
82,euro_zone,interest_rate,2016-04-29,0.5
83,euro_zone,interest_rate,2016-05-02,0.5
84,euro_zone,interest_rate,2016-05-03,0.5
85,euro_zone,interest_rate,2016-05-04,0.5
86,euro_zone,interest_rate,2016-05-06,0.5
87,euro_zone,interest_rate,2016-05-09,0.5
88,euro_zone,interest_rate,2016-05-10,0.5
89,euro_zone,interest_rate,2016-05-11,0.5
90,euro_zone,interest_rate,2016-05-12,0.5
91,euro_zone,interest_rate,2016-05-13,0.5
92,euro_zone,interest_rate,2016-05-18,0.5
93,euro_zone,interest_rate,2016-05-19,0.5
94,euro_zone,interest_rate,2016-05-20,0.5
95,euro_zone,interest_rate,2016-05-23,0.5
96,euro_zone,interest_rate,2016-05-24,0.5
97,euro_zone,interest_rate,2016-05-25,0.5
98,euro_zone,interest_rate,2016-05-26,0.5
99,euro_zone,interest_rate,2016-05-27,0.5
100,euro_zone,interest_rate,2016-05-30,0.5
101,euro_zone,interest_rate,2016-05-31,0.5
102,euro_zone,interest_rate,2016-06-01,0.5
103,euro_zone,interest_rate,2016-06-02,0.5
104,euro_zone,interest_rate,2016-06-03,0.5
105,euro_zone,interest_rate,2016-06-06,0.5
106,euro_zone,interest_rate,2016-06-07,0.5
107,euro_zone,interest_rate,2016-06-08,0.5
108,euro_zone,interest_rate,2016-06-09,0.5
109,euro_zone,interest_rate,2016-06-10,0.5
110,euro_zone,interest_rate,2016-06-13,0.5
111,euro_zone,interest_rate,2016-06-14,0.5
112,euro_zone,interest_rate,2016-06-15,0.5
113,euro_zone,interest_rate,2016-06-16,0.5
114,euro_zone,interest_rate,2016-06-17,0.5
115,euro_zone,interest_rate,2016-06-20,0.5
116,euro_zone,interest_rate,2016-06-21,0.5
117,euro_zone,interest_rate,2016-06-22,0.5
118,euro_zone,interest_rate,2016-06-23,0.5
119,euro_zone,interest_rate,2016-06-24,0.5
120,euro_zone,interest_rate,2016-06-27,0.5
121,euro_zone,interest_rate,2016-06-28,0.5
122,euro_zone,interest_rate,2016-06-29,0.5
123,euro_zone,interest_rate,2016-06-30,0.5
124,euro_zone,interest_rate,2016-07-01,0.5
125,euro_zone,interest_rate,2016-07-04,0.5
126,euro_zone,interest_rate,2016-07-05,0.5
127,euro_zone,interest_rate,2016-07-06,0.5
128,euro_zone,interest_rate,2016-07-07,0.5
129,euro_zone,interest_rate,2016-07-08,0.5
130,euro_zone,interest_rate,2016-07-11,0.5
131,euro_zone,interest_rate,2016-07-12,0.5
132,euro_zone,interest_rate,2016-07-13,0.5
133,euro_zone,interest_rate,2016-07-14,0.5
134,euro_zone,interest_rate,2016-07-15,0.5
135,euro_zone,interest_rate,2016-07-18,0.5
136,euro_zone,interest_rate,2016-07-19,0.5
137,euro_zone,interest_rate,2016-07-20,0.5
138,euro_zone,interest_rate,2016-07-21,0.5
139,euro_zone,interest_rate,2016-07-22,0.5
140,euro_zone,interest_rate,2016-07-25,0.5
141,euro_zone,interest_rate,2016-07-26,0.5
142,euro_zone,interest_rate,2016-07-27,0.5
143,euro_zone,interest_rate,2016-07-28,0.5
144,euro_zone,interest_rate,2016-07-29,0.5
145,euro_zone,interest_rate,2016-08-01,0.5
146,euro_zone,interest_rate,2016-08-02,0.5
147,euro_zone,interest_rate,2016-08-03,0.5
148,euro_zone,interest_rate,2016-08-04,0.5
149,euro_zone,interest_rate,2016-08-05,0.5
150,euro_zone,interest_rate,2016-08-08,0.5
151,euro_zone,interest_rate,2016-08-09,0.5
152,euro_zone,interest_rate,2016-08-10,0.5
153,euro_zone,interest_rate,2016-08-11,0.5
154,euro_zone,interest_rate,2016-08-12,0.5
155,euro_zone,interest_rate,2016-08-15,0.5
156,euro_zone,interest_rate,2016-08-16,0.5
157,euro_zone,interest_rate,2016-08-17,0.5
158,euro_zone,interest_rate,2016-08-18,0.5
159,euro_zone,interest_rate,2016-08-19,0.5
160,euro_zone,interest_rate,2016-08-22,0.5
161,euro_zone,interest_rate,2016-08-23,0.5
162,euro_zone,interest_rate,2016-08-24,0.5
163,euro_zone,interest_rate,2016-08-25,0.5
164,euro_zone,interest_rate,2016-08-26,0.5
165,euro_zone,interest_rate,2016-08-29,0.5
166,euro_zone,interest_rate,2016-08-30,0.5
167,euro_zone,interest_rate,2016-08-31,0.5
168,euro_zone,interest_rate,2016-09-01,0.5
169,euro_zone,interest_rate,2016-09-02,0.5
170,euro_zone,interest_rate,2016-09-05,0.5
171,euro_zone,interest_rate,2016-09-06,0.5
172,euro_zone,interest_rate,2016-09-07,0.5
173,euro_zone,interest_rate,2016-09-08,0.5
174,euro_zone,interest_rate,2016-09-09,0.5
175,euro_zone,interest_rate,2016-09-12,0.5
176,euro_zone,interest_rate,2016-09-13,0.5
177,euro_zone,interest_rate,2016-09-14,0.5
178,euro_zone,interest_rate,2016-09-15,0.5
179,euro_zone,interest_rate,2016-09-16,0.5
180,euro_zone,interest_rate,2016-09-19,0.5
181,euro_zone,interest_rate,2016-09-20,0.5
182,euro_zone,interest_rate,2016-09-21,0.5
183,euro_zone,interest_rate,2016-09-22,0.5
184,euro_zone,interest_rate,2016-09-23,0.5
185,euro_zone,interest_rate,2016-09-26,0.5
186,euro_zone,interest_rate,2016-09-27,0.5
187,euro_zone,interest_rate,2016-09-28,0.5
188,euro_zone,interest_rate,2016-09-29,0.5
189,euro_zone,interest_rate,2016-09-30,0.5
190,euro_zone,interest_rate,2016-10-03,0.5
191,euro_zone,interest_rate,2016-10-04,0.5
192,euro_zone,interest_rate,2016-10-05,0.5
193,euro_zone,interest_rate,2016-10-06,0.5
194,euro_zone,interest_rate,2016-10-07,0.5
195,euro_zone,interest_rate,2016-10-10,0.5
196,euro_zone,interest_rate,2016-10-11,0.5
197,euro_zone,interest_rate,2016-10-12,0.5
198,euro_zone,interest_rate,2016-10-13,0.5
199,euro_zone,interest_rate,2016-10-14,0.5
200,euro_zone,interest_rate,2016-10-17,0.5
