id,region,ticker,date,value_usd
210,china,gdp,2016-07-28,19101060000000.0
211,china,gdp,2016-07-29,19101060000000.0
212,china,gdp,2016-07-30,19101060000000.0
213,china,gdp,2016-07-31,19101060000000.0
214,china,gdp,2016-08-01,19101060000000.0
215,china,gdp,2016-08-02,19101060000000.0
216,china,gdp,2016-08-03,19101060000000.0
217,china,gdp,2016-08-04,19101060000000.0
218,china,gdp,2016-08-05,19101060000000.0
219,china,gdp,2016-08-06,19101060000000.0
220,china,gdp,2016-08-07,19101060000000.0
221,china,gdp,2016-08-08,19101060000000.0
222,china,gdp,2016-08-09,19101060000000.0
223,china,gdp,2016-08-10,19101060000000.0
224,china,gdp,2016-08-11,19101060000000.0
225,china,gdp,2016-08-12,19101060000000.0
226,china,gdp,2016-08-13,19101060000000.0
227,china,gdp,2016-08-14,19101060000000.0
228,china,gdp,2016-08-15,19101060000000.0
229,china,gdp,2016-08-16,19101060000000.0
230,china,gdp,2016-08-17,19101060000000.0
231,china,gdp,2016-08-18,19101060000000.0
232,china,gdp,2016-08-19,19101060000000.0
233,china,gdp,2016-08-20,19101060000000.0
234,china,gdp,2016-08-21,19101060000000.0
235,china,gdp,2016-08-22,19101060000000.0
236,china,gdp,2016-08-23,19101060000000.0
237,china,gdp,2016-08-24,19101060000000.0
238,china,gdp,2016-08-25,19101060000000.0
239,china,gdp,2016-08-26,19101060000000.0
240,china,gdp,2016-08-27,19101060000000.0
241,china,gdp,2016-08-28,19101060000000.0
242,china,gdp,2016-08-29,19101060000000.0
243,china,gdp,2016-08-30,19101060000000.0
244,china,gdp,2016-08-31,19101060000000.0
245,china,gdp,2016-09-01,19101060000000.0
246,china,gdp,2016-09-02,19101060000000.0
247,china,gdp,2016-09-03,19101060000000.0
248,china,gdp,2016-09-04,19101060000000.0
249,china,gdp,2016-09-05,19101060000000.0
250,china,gdp,2016-09-06,19101060000000.0
251,china,gdp,2016-09-07,19101060000000.0
252,china,gdp,2016-09-08,19101060000000.0
253,china,gdp,2016-09-09,19101060000000.0
254,china,gdp,2016-09-10,19101060000000.0
255,china,gdp,2016-09-11,19101060000000.0
256,china,gdp,2016-09-12,19101060000000.0
257,china,gdp,2016-09-13,19101060000000.0
258,china,gdp,2016-09-14,19101060000000.0
259,china,gdp,2016-09-15,19101060000000.0
260,china,gdp,2016-09-16,19101060000000.0
261,china,gdp,2016-09-17,19101060000000.0
262,china,gdp,2016-09-18,19101060000000.0
263,china,gdp,2016-09-19,19101060000000.0
264,china,gdp,2016-09-20,19101060000000.0
265,china,gdp,2016-09-21,19101060000000.0
266,china,gdp,2016-09-22,19101060000000.0
267,china,gdp,2016-09-23,19101060000000.0
268,china,gdp,2016-09-24,19101060000000.0
269,china,gdp,2016-09-25,19101060000000.0
270,china,gdp,2016-09-26,19101060000000.0
271,china,gdp,2016-09-27,19101060000000.0
272,china,gdp,2016-09-28,19101060000000.0
273,china,gdp,2016-09-29,19101060000000.0
274,china,gdp,2016-09-30,19101060000000.0
275,china,gdp,2016-10-01,21156620000000.0
276,china,gdp,2016-10-02,21156620000000.0
277,china,gdp,2016-10-03,21156620000000.0
278,china,gdp,2016-10-04,21156620000000.0
279,china,gdp,2016-10-05,21156620000000.0
280,china,gdp,2016-10-06,21156620000000.0
281,china,gdp,2016-10-07,21156620000000.0
282,china,gdp,2016-10-08,21156620000000.0
283,china,gdp,2016-10-09,21156620000000.0
284,china,gdp,2016-10-10,21156620000000.0
285,china,gdp,2016-10-11,21156620000000.0
286,china,gdp,2016-10-12,21156620000000.0
287,china,gdp,2016-10-13,21156620000000.0
288,china,gdp,2016-10-14,21156620000000.0
289,china,gdp,2016-10-15,21156620000000.0
290,china,gdp,2016-10-16,21156620000000.0
291,china,gdp,2016-10-17,21156620000000.0
292,china,gdp,2016-10-18,21156620000000.0
293,china,gdp,2016-10-19,21156620000000.0
294,china,gdp,2016-10-20,21156620000000.0
295,china,gdp,2016-10-21,21156620000000.0
296,china,gdp,2016-10-22,21156620000000.0
297,china,gdp,2016-10-23,21156620000000.0
298,china,gdp,2016-10-24,21156620000000.0
299,china,gdp,2016-10-25,21156620000000.0
300,china,gdp,2016-10-26,21156620000000.0
301,china,gdp,2016-10-27,21156620000000.0
302,china,gdp,2016-10-28,21156620000000.0
303,china,gdp,2016-10-29,21156620000000.0
304,china,gdp,2016-10-30,21156620000000.0
305,china,gdp,2016-10-31,21156620000000.0
306,china,gdp,2016-11-01,21156620000000.0
307,china,gdp,2016-11-02,21156620000000.0
308,china,gdp,2016-11-03,21156620000000.0
309,china,gdp,2016-11-04,21156620000000.0
310,china,gdp,2016-11-05,21156620000000.0
311,china,gdp,2016-11-06,21156620000000.0
312,china,gdp,2016-11-07,21156620000000.0
313,china,gdp,2016-11-08,21156620000000.0
314,china,gdp,2016-11-09,21156620000000.0
315,china,gdp,2016-11-10,21156620000000.0
316,china,gdp,2016-11-11,21156620000000.0
317,china,gdp,2016-11-12,21156620000000.0
318,china,gdp,2016-11-13,21156620000000.0
319,china,gdp,2016-11-14,21156620000000.0
320,china,gdp,2016-11-15,21156620000000.0
321,china,gdp,2016-11-16,21156620000000.0
322,china,gdp,2016-11-17,21156620000000.0
323,china,gdp,2016-11-18,21156620000000.0
324,china,gdp,2016-11-19,21156620000000.0
325,china,gdp,2016-11-20,21156620000000.0
326,china,gdp,2016-11-21,21156620000000.0
327,china,gdp,2016-11-22,21156620000000.0
328,china,gdp,2016-11-23,21156620000000.0
329,china,gdp,2016-11-24,21156620000000.0
330,china,gdp,2016-11-25,21156620000000.0
331,china,gdp,2016-11-26,21156620000000.0
332,china,gdp,2016-11-27,21156620000000.0
333,china,gdp,2016-11-28,21156620000000.0
334,china,gdp,2016-11-29,21156620000000.0
335,china,gdp,2016-11-30,21156620000000.0
336,china,gdp,2016-12-01,21156620000000.0
337,china,gdp,2016-12-02,21156620000000.0
338,china,gdp,2016-12-03,21156620000000.0
339,china,gdp,2016-12-04,21156620000000.0
340,china,gdp,2016-12-05,21156620000000.0
341,china,gdp,2016-12-06,21156620000000.0
342,china,gdp,2016-12-07,21156620000000.0
343,china,gdp,2016-12-08,21156620000000.0
344,china,gdp,2016-12-09,21156620000000.0
345,china,gdp,2016-12-10,21156620000000.0
346,china,gdp,2016-12-11,21156620000000.0
347,china,gdp,2016-12-12,21156620000000.0
348,china,gdp,2016-12-13,21156620000000.0
349,china,gdp,2016-12-14,21156620000000.0
350,china,gdp,2016-12-15,21156620000000.0
351,china,gdp,2016-12-16,21156620000000.0
352,china,gdp,2016-12-17,21156620000000.0
353,china,gdp,2016-12-18,21156620000000.0
354,china,gdp,2016-12-19,21156620000000.0
355,china,gdp,2016-12-20,21156620000000.0
356,china,gdp,2016-12-21,21156620000000.0
357,china,gdp,2016-12-22,21156620000000.0
358,china,gdp,2016-12-23,21156620000000.0
359,china,gdp,2016-12-24,21156620000000.0
360,china,gdp,2016-12-25,21156620000000.0
361,china,gdp,2016-12-26,21156620000000.0
362,china,gdp,2016-12-27,21156620000000.0
363,china,gdp,2016-12-28,21156620000000.0
364,china,gdp,2016-12-29,21156620000000.0
365,china,gdp,2016-12-30,21156620000000.0
366,china,gdp,2016-12-31,21156620000000.0
367,china,gdp,2017-01-01,18186770000000.0
368,china,gdp,2017-01-02,18186770000000.0
369,china,gdp,2017-01-03,18186770000000.0
370,china,gdp,2017-01-04,18186770000000.0
371,china,gdp,2017-01-05,18186770000000.0
372,china,gdp,2017-01-06,18186770000000.0
373,china,gdp,2017-01-07,18186770000000.0
374,china,gdp,2017-01-08,18186770000000.0
375,china,gdp,2017-01-09,18186770000000.0
376,china,gdp,2017-01-10,18186770000000.0
377,china,gdp,2017-01-11,18186770000000.0
378,china,gdp,2017-01-12,18186770000000.0
379,china,gdp,2017-01-13,18186770000000.0
380,china,gdp,2017-01-14,18186770000000.0
381,china,gdp,2017-01-15,18186770000000.0
382,china,gdp,2017-01-16,18186770000000.0
383,china,gdp,2017-01-17,18186770000000.0
384,china,gdp,2017-01-18,18186770000000.0
385,china,gdp,2017-01-19,18186770000000.0
386,china,gdp,2017-01-20,18186770000000.0
387,china,gdp,2017-01-21,18186770000000.0
388,china,gdp,2017-01-22,18186770000000.0
389,china,gdp,2017-01-23,18186770000000.0
390,china,gdp,2017-01-24,18186770000000.0
391,china,gdp,2017-01-25,18186770000000.0
392,china,gdp,2017-01-26,18186770000000.0
393,china,gdp,2017-01-27,18186770000000.0
394,china,gdp,2017-01-28,18186770000000.0
395,china,gdp,2017-01-29,18186770000000.0
396,china,gdp,2017-01-30,18186770000000.0
397,china,gdp,2017-01-31,18186770000000.0
398,china,gdp,2017-02-01,18186770000000.0
399,china,gdp,2017-02-02,18186770000000.0
400,china,gdp,2017-02-03,18186770000000.0
401,china,gdp,2017-02-04,18186770000000.0
402,china,gdp,2017-02-05,18186770000000.0
403,china,gdp,2017-02-06,18186770000000.0
404,china,gdp,2017-02-07,18186770000000.0
405,china,gdp,2017-02-08,18186770000000.0
406,china,gdp,2017-02-09,18186770000000.0
407,china,gdp,2017-02-10,18186770000000.0
408,china,gdp,2017-02-11,18186770000000.0
409,china,gdp,2017-02-12,18186770000000.0
410,china,gdp,2017-02-13,18186770000000.0
411,china,gdp,2017-02-14,18186770000000.0
412,china,gdp,2017-02-15,18186770000000.0
413,china,gdp,2017-02-16,18186770000000.0
414,china,gdp,2017-02-17,18186770000000.0
415,china,gdp,2017-02-18,18186770000000.0
416,china,gdp,2017-02-19,18186770000000.0
417,china,gdp,2017-02-20,18186770000000.0
418,china,gdp,2017-02-21,18186770000000.0
419,china,gdp,2017-02-22,18186770000000.0
420,china,gdp,2017-02-23,18186770000000.0
421,china,gdp,2017-02-24,18186770000000.0
422,china,gdp,2017-02-25,18186770000000.0
423,china,gdp,2017-02-26,18186770000000.0
424,china,gdp,2017-02-27,18186770000000.0
425,china,gdp,2017-02-28,18186770000000.0
426,china,gdp,2017-03-01,18186770000000.0
427,china,gdp,2017-03-02,18186770000000.0
428,china,gdp,2017-03-03,18186770000000.0
429,china,gdp,2017-03-04,18186770000000.0
430,china,gdp,2017-03-05,18186770000000.0
431,china,gdp,2017-03-06,18186770000000.0
432,china,gdp,2017-03-07,18186770000000.0
433,china,gdp,2017-03-08,18186770000000.0
434,china,gdp,2017-03-09,18186770000000.0
435,china,gdp,2017-03-10,18186770000000.0
436,china,gdp,2017-03-11,18186770000000.0
437,china,gdp,2017-03-12,18186770000000.0
438,china,gdp,2017-03-13,18186770000000.0
439,china,gdp,2017-03-14,18186770000000.0
440,china,gdp,2017-03-15,18186770000000.0
441,china,gdp,2017-03-16,18186770000000.0
442,china,gdp,2017-03-17,18186770000000.0
443,china,gdp,2017-03-18,18186770000000.0
444,china,gdp,2017-03-19,18186770000000.0
445,china,gdp,2017-03-20,18186770000000.0
446,china,gdp,2017-03-21,18186770000000.0
447,china,gdp,2017-03-22,18186770000000.0
448,china,gdp,2017-03-23,18186770000000.0
449,china,gdp,2017-03-24,18186770000000.0
450,china,gdp,2017-03-25,18186770000000.0
451,china,gdp,2017-03-26,18186770000000.0
452,china,gdp,2017-03-27,18186770000000.0
453,china,gdp,2017-03-28,18186770000000.0
454,china,gdp,2017-03-29,18186770000000.0
455,china,gdp,2017-03-30,18186770000000.0
456,china,gdp,2017-03-31,18186770000000.0
457,china,gdp,2017-04-01,20195030000000.0
458,china,gdp,2017-04-02,20195030000000.0
459,china,gdp,2017-04-03,20195030000000.0
460,china,gdp,2017-04-04,20195030000000.0
461,china,gdp,2017-04-05,20195030000000.0
462,china,gdp,2017-04-06,20195030000000.0
463,china,gdp,2017-04-07,20195030000000.0
464,china,gdp,2017-04-08,20195030000000.0
465,china,gdp,2017-04-09,20195030000000.0
466,china,gdp,2017-04-10,20195030000000.0
467,china,gdp,2017-04-11,20195030000000.0
468,china,gdp,2017-04-12,20195030000000.0
469,china,gdp,2017-04-13,20195030000000.0
470,china,gdp,2017-04-14,20195030000000.0
471,china,gdp,2017-04-15,20195030000000.0
472,china,gdp,2017-04-16,20195030000000.0
473,china,gdp,2017-04-17,20195030000000.0
474,china,gdp,2017-04-18,20195030000000.0
475,china,gdp,2017-04-19,20195030000000.0
476,china,gdp,2017-04-20,20195030000000.0
477,china,gdp,2017-04-21,20195030000000.0
478,china,gdp,2017-04-22,20195030000000.0
479,china,gdp,2017-04-23,20195030000000.0
480,china,gdp,2017-04-24,20195030000000.0
481,china,gdp,2017-04-25,20195030000000.0
482,china,gdp,2017-04-26,20195030000000.0
483,china,gdp,2017-04-27,20195030000000.0
484,china,gdp,2017-04-28,20195030000000.0
485,china,gdp,2017-04-29,20195030000000.0
486,china,gdp,2017-04-30,20195030000000.0
487,china,gdp,2017-05-01,20195030000000.0
488,china,gdp,2017-05-02,20195030000000.0
489,china,gdp,2017-05-03,20195030000000.0
490,china,gdp,2017-05-04,20195030000000.0
491,china,gdp,2017-05-05,20195030000000.0
492,china,gdp,2017-05-06,20195030000000.0
493,china,gdp,2017-05-07,20195030000000.0
494,china,gdp,2017-05-08,20195030000000.0
495,china,gdp,2017-05-09,20195030000000.0
496,china,gdp,2017-05-10,20195030000000.0
497,china,gdp,2017-05-11,20195030000000.0
498,china,gdp,2017-05-12,20195030000000.0
499,china,gdp,2017-05-13,20195030000000.0
500,china,gdp,2017-05-14,20195030000000.0
501,china,gdp,2017-05-15,20195030000000.0
502,china,gdp,2017-05-16,20195030000000.0
503,china,gdp,2017-05-17,20195030000000.0
504,china,gdp,2017-05-18,20195030000000.0
505,china,gdp,2017-05-19,20195030000000.0
506,china,gdp,2017-05-20,20195030000000.0
507,china,gdp,2017-05-21,20195030000000.0
508,china,gdp,2017-05-22,20195030000000.0
509,china,gdp,2017-05-23,20195030000000.0
510,china,gdp,2017-05-24,20195030000000.0
511,china,gdp,2017-05-25,20195030000000.0
512,china,gdp,2017-05-26,20195030000000.0
513,china,gdp,2017-05-27,20195030000000.0
514,china,gdp,2017-05-28,20195030000000.0
515,china,gdp,2017-05-29,20195030000000.0
516,china,gdp,2017-05-30,20195030000000.0
517,china,gdp,2017-05-31,20195030000000.0
518,china,gdp,2017-06-01,20195030000000.0
519,china,gdp,2017-06-02,20195030000000.0
520,china,gdp,2017-06-03,20195030000000.0
521,china,gdp,2017-06-04,20195030000000.0
522,china,gdp,2017-06-05,20195030000000.0
523,china,gdp,2017-06-06,20195030000000.0
524,china,gdp,2017-06-07,20195030000000.0
525,china,gdp,2017-06-08,20195030000000.0
526,china,gdp,2017-06-09,20195030000000.0
527,china,gdp,2017-06-10,20195030000000.0
528,china,gdp,2017-06-11,20195030000000.0
529,china,gdp,2017-06-12,20195030000000.0
530,china,gdp,2017-06-13,20195030000000.0
531,china,gdp,2017-06-14,20195030000000.0
532,china,gdp,2017-06-15,20195030000000.0
533,china,gdp,2017-06-16,20195030000000.0
534,china,gdp,2017-06-17,20195030000000.0
535,china,gdp,2017-06-18,20195030000000.0
536,china,gdp,2017-06-19,20195030000000.0
537,china,gdp,2017-06-20,20195030000000.0
538,china,gdp,2017-06-21,20195030000000.0
539,china,gdp,2017-06-22,20195030000000.0
540,china,gdp,2017-06-23,20195030000000.0
541,china,gdp,2017-06-24,20195030000000.0
542,china,gdp,2017-06-25,20195030000000.0
543,china,gdp,2017-06-26,20195030000000.0
544,china,gdp,2017-06-27,20195030000000.0
545,china,gdp,2017-06-28,20195030000000.0
546,china,gdp,2017-06-29,20195030000000.0
547,china,gdp,2017-06-30,20195030000000.0
548,china,gdp,2017-07-01,21278930000000.0
549,china,gdp,2017-07-02,21278930000000.0
550,china,gdp,2017-07-03,21278930000000.0
551,china,gdp,2017-07-04,21278930000000.0
552,china,gdp,2017-07-05,21278930000000.0
553,china,gdp,2017-07-06,21278930000000.0
554,china,gdp,2017-07-07,21278930000000.0
555,china,gdp,2017-07-08,21278930000000.0
556,china,gdp,2017-07-09,21278930000000.0
557,china,gdp,2017-07-10,21278930000000.0
558,china,gdp,2017-07-11,21278930000000.0
559,china,gdp,2017-07-12,21278930000000.0
560,china,gdp,2017-07-13,21278930000000.0
561,china,gdp,2017-07-14,21278930000000.0
562,china,gdp,2017-07-15,21278930000000.0
563,china,gdp,2017-07-16,21278930000000.0
564,china,gdp,2017-07-17,21278930000000.0
565,china,gdp,2017-07-18,21278930000000.0
566,china,gdp,2017-07-19,21278930000000.0
567,china,gdp,2017-07-20,21278930000000.0
568,china,gdp,2017-07-21,21278930000000.0
569,china,gdp,2017-07-22,21278930000000.0
570,china,gdp,2017-07-23,21278930000000.0
571,china,gdp,2017-07-24,21278930000000.0
572,china,gdp,2017-07-25,21278930000000.0
573,china,gdp,2017-07-26,21278930000000.0
574,china,gdp,2017-07-27,21278930000000.0
575,china,gdp,2017-07-28,21278930000000.0
576,china,gdp,2017-07-29,21278930000000.0
577,china,gdp,2017-07-30,21278930000000.0
578,china,gdp,2017-07-31,21278930000000.0
579,china,gdp,2017-08-01,21278930000000.0
580,china,gdp,2017-08-02,21278930000000.0
581,china,gdp,2017-08-03,21278930000000.0
582,china,gdp,2017-08-04,21278930000000.0
583,china,gdp,2017-08-05,21278930000000.0
584,china,gdp,2017-08-06,21278930000000.0
585,china,gdp,2017-08-07,21278930000000.0
586,china,gdp,2017-08-08,21278930000000.0
587,china,gdp,2017-08-09,21278930000000.0
588,china,gdp,2017-08-10,21278930000000.0
589,china,gdp,2017-08-11,21278930000000.0
590,china,gdp,2017-08-12,21278930000000.0
591,china,gdp,2017-08-13,21278930000000.0
592,china,gdp,2017-08-14,21278930000000.0
593,china,gdp,2017-08-15,21278930000000.0
594,china,gdp,2017-08-16,21278930000000.0
595,china,gdp,2017-08-17,21278930000000.0
596,china,gdp,2017-08-18,21278930000000.0
597,china,gdp,2017-08-19,21278930000000.0
598,china,gdp,2017-08-20,21278930000000.0
599,china,gdp,2017-08-21,21278930000000.0
600,china,gdp,2017-08-22,21278930000000.0
601,china,gdp,2017-08-23,21278930000000.0
602,china,gdp,2017-08-24,21278930000000.0
603,china,gdp,2017-08-25,21278930000000.0
604,china,gdp,2017-08-26,21278930000000.0
605,china,gdp,2017-08-27,21278930000000.0
606,china,gdp,2017-08-28,21278930000000.0
607,china,gdp,2017-08-29,21278930000000.0
608,china,gdp,2017-08-30,21278930000000.0
609,china,gdp,2017-08-31,21278930000000.0
610,china,gdp,2017-09-01,21278930000000.0
611,china,gdp,2017-09-02,21278930000000.0
612,china,gdp,2017-09-03,21278930000000.0
613,china,gdp,2017-09-04,21278930000000.0
614,china,gdp,2017-09-05,21278930000000.0
615,china,gdp,2017-09-06,21278930000000.0
616,china,gdp,2017-09-07,21278930000000.0
617,china,gdp,2017-09-08,21278930000000.0
618,china,gdp,2017-09-09,21278930000000.0
619,china,gdp,2017-09-10,21278930000000.0
620,china,gdp,2017-09-11,21278930000000.0
621,china,gdp,2017-09-12,21278930000000.0
622,china,gdp,2017-09-13,21278930000000.0
623,china,gdp,2017-09-14,21278930000000.0
624,china,gdp,2017-09-15,21278930000000.0
625,china,gdp,2017-09-16,21278930000000.0
626,china,gdp,2017-09-17,21278930000000.0
627,china,gdp,2017-09-18,21278930000000.0
628,china,gdp,2017-09-19,21278930000000.0
629,china,gdp,2017-09-20,21278930000000.0
630,china,gdp,2017-09-21,21278930000000.0
631,china,gdp,2017-09-22,21278930000000.0
632,china,gdp,2017-09-23,21278930000000.0
633,china,gdp,2017-09-24,21278930000000.0
634,china,gdp,2017-09-25,21278930000000.0
635,china,gdp,2017-09-26,21278930000000.0
636,china,gdp,2017-09-27,21278930000000.0
637,china,gdp,2017-09-28,21278930000000.0
638,china,gdp,2017-09-29,21278930000000.0
639,china,gdp,2017-09-30,21278930000000.0
640,china,gdp,2017-10-01,23542870000000.0
641,china,gdp,2017-10-02,23542870000000.0
642,china,gdp,2017-10-03,23542870000000.0
643,china,gdp,2017-10-04,23542870000000.0
644,china,gdp,2017-10-05,23542870000000.0
645,china,gdp,2017-10-06,23542870000000.0
646,china,gdp,2017-10-07,23542870000000.0
647,china,gdp,2017-10-08,23542870000000.0
648,china,gdp,2017-10-09,23542870000000.0
649,china,gdp,2017-10-10,23542870000000.0
650,china,gdp,2017-10-11,23542870000000.0
651,china,gdp,2017-10-12,23542870000000.0
652,china,gdp,2017-10-13,23542870000000.0
653,china,gdp,2017-10-14,23542870000000.0
654,china,gdp,2017-10-15,23542870000000.0
655,china,gdp,2017-10-16,23542870000000.0
656,china,gdp,2017-10-17,23542870000000.0
657,china,gdp,2017-10-18,23542870000000.0
658,china,gdp,2017-10-19,23542870000000.0
659,china,gdp,2017-10-20,23542870000000.0
660,china,gdp,2017-10-21,23542870000000.0
661,china,gdp,2017-10-22,23542870000000.0
662,china,gdp,2017-10-23,23542870000000.0
663,china,gdp,2017-10-24,23542870000000.0
664,china,gdp,2017-10-25,23542870000000.0
665,china,gdp,2017-10-26,23542870000000.0
666,china,gdp,2017-10-27,23542870000000.0
667,china,gdp,2017-10-28,23542870000000.0
668,china,gdp,2017-10-29,23542870000000.0
669,china,gdp,2017-10-30,23542870000000.0
670,china,gdp,2017-10-31,23542870000000.0
671,china,gdp,2017-11-01,23542870000000.0
672,china,gdp,2017-11-02,23542870000000.0
673,china,gdp,2017-11-03,23542870000000.0
674,china,gdp,2017-11-04,23542870000000.0
675,china,gdp,2017-11-05,23542870000000.0
676,china,gdp,2017-11-06,23542870000000.0
677,china,gdp,2017-11-07,23542870000000.0
678,china,gdp,2017-11-08,23542870000000.0
679,china,gdp,2017-11-09,23542870000000.0
680,china,gdp,2017-11-10,23542870000000.0
681,china,gdp,2017-11-11,23542870000000.0
682,china,gdp,2017-11-12,23542870000000.0
683,china,gdp,2017-11-13,23542870000000.0
684,china,gdp,2017-11-14,23542870000000.0
685,china,gdp,2017-11-15,23542870000000.0
686,china,gdp,2017-11-16,23542870000000.0
687,china,gdp,2017-11-17,23542870000000.0
688,china,gdp,2017-11-18,23542870000000.0
689,china,gdp,2017-11-19,23542870000000.0
690,china,gdp,2017-11-20,23542870000000.0
691,china,gdp,2017-11-21,23542870000000.0
692,china,gdp,2017-11-22,23542870000000.0
693,china,gdp,2017-11-23,23542870000000.0
694,china,gdp,2017-11-24,23542870000000.0
695,china,gdp,2017-11-25,23542870000000.0
696,china,gdp,2017-11-26,23542870000000.0
697,china,gdp,2017-11-27,23542870000000.0
698,china,gdp,2017-11-28,23542870000000.0
699,china,gdp,2017-11-29,23542870000000.0
700,china,gdp,2017-11-30,23542870000000.0
701,china,gdp,2017-12-01,23542870000000.0
702,china,gdp,2017-12-02,23542870000000.0
703,china,gdp,2017-12-03,23542870000000.0
704,china,gdp,2017-12-04,23542870000000.0
705,china,gdp,2017-12-05,23542870000000.0
706,china,gdp,2017-12-06,23542870000000.0
707,china,gdp,2017-12-07,23542870000000.0
708,china,gdp,2017-12-08,23542870000000.0
709,china,gdp,2017-12-09,23542870000000.0
710,china,gdp,2017-12-10,23542870000000.0
711,china,gdp,2017-12-11,23542870000000.0
712,china,gdp,2017-12-12,23542870000000.0
713,china,gdp,2017-12-13,23542870000000.0
714,china,gdp,2017-12-14,23542870000000.0
715,china,gdp,2017-12-15,23542870000000.0
716,china,gdp,2017-12-16,23542870000000.0
717,china,gdp,2017-12-17,23542870000000.0
718,china,gdp,2017-12-18,23542870000000.0
719,china,gdp,2017-12-19,23542870000000.0
720,china,gdp,2017-12-20,23542870000000.0
721,china,gdp,2017-12-21,23542870000000.0
722,china,gdp,2017-12-22,23542870000000.0
723,china,gdp,2017-12-23,23542870000000.0
724,china,gdp,2017-12-24,23542870000000.0
725,china,gdp,2017-12-25,23542870000000.0
726,china,gdp,2017-12-26,23542870000000.0
727,china,gdp,2017-12-27,23542870000000.0
728,china,gdp,2017-12-28,23542870000000.0
729,china,gdp,2017-12-29,23542870000000.0
730,china,gdp,2017-12-30,23542870000000.0
731,china,gdp,2017-12-31,23542870000000.0
732,china,gdp,2018-01-01,20203570000000.0
733,china,gdp,2018-01-02,20203570000000.0
734,china,gdp,2018-01-03,20203570000000.0
735,china,gdp,2018-01-04,20203570000000.0
736,china,gdp,2018-01-05,20203570000000.0
737,china,gdp,2018-01-06,20203570000000.0
738,china,gdp,2018-01-07,20203570000000.0
739,china,gdp,2018-01-08,20203570000000.0
740,china,gdp,2018-01-09,20203570000000.0
741,china,gdp,2018-01-10,20203570000000.0
742,china,gdp,2018-01-11,20203570000000.0
743,china,gdp,2018-01-12,20203570000000.0
744,china,gdp,2018-01-13,20203570000000.0
745,china,gdp,2018-01-14,20203570000000.0
746,china,gdp,2018-01-15,20203570000000.0
747,china,gdp,2018-01-16,20203570000000.0
748,china,gdp,2018-01-17,20203570000000.0
749,china,gdp,2018-01-18,20203570000000.0
750,china,gdp,2018-01-19,20203570000000.0
751,china,gdp,2018-01-20,20203570000000.0
752,china,gdp,2018-01-21,20203570000000.0
753,china,gdp,2018-01-22,20203570000000.0
754,china,gdp,2018-01-23,20203570000000.0
755,china,gdp,2018-01-24,20203570000000.0
756,china,gdp,2018-01-25,20203570000000.0
757,china,gdp,2018-01-26,20203570000000.0
758,china,gdp,2018-01-27,20203570000000.0
759,china,gdp,2018-01-28,20203570000000.0
760,china,gdp,2018-01-29,20203570000000.0
761,china,gdp,2018-01-30,20203570000000.0
762,china,gdp,2018-01-31,20203570000000.0
763,china,gdp,2018-02-01,20203570000000.0
764,china,gdp,2018-02-02,20203570000000.0
765,china,gdp,2018-02-03,20203570000000.0
766,china,gdp,2018-02-04,20203570000000.0
767,china,gdp,2018-02-05,20203570000000.0
768,china,gdp,2018-02-06,20203570000000.0
769,china,gdp,2018-02-07,20203570000000.0
770,china,gdp,2018-02-08,20203570000000.0
771,china,gdp,2018-02-09,20203570000000.0
772,china,gdp,2018-02-10,20203570000000.0
773,china,gdp,2018-02-11,20203570000000.0
774,china,gdp,2018-02-12,20203570000000.0
775,china,gdp,2018-02-13,20203570000000.0
776,china,gdp,2018-02-14,20203570000000.0
777,china,gdp,2018-02-15,20203570000000.0
778,china,gdp,2018-02-16,20203570000000.0
779,china,gdp,2018-02-17,20203570000000.0
780,china,gdp,2018-02-18,20203570000000.0
781,china,gdp,2018-02-19,20203570000000.0
782,china,gdp,2018-02-20,20203570000000.0
783,china,gdp,2018-02-21,20203570000000.0
784,china,gdp,2018-02-22,20203570000000.0
785,china,gdp,2018-02-23,20203570000000.0
786,china,gdp,2018-02-24,20203570000000.0
787,china,gdp,2018-02-25,20203570000000.0
788,china,gdp,2018-02-26,20203570000000.0
789,china,gdp,2018-02-27,20203570000000.0
790,china,gdp,2018-02-28,20203570000000.0
791,china,gdp,2018-03-01,20203570000000.0
792,china,gdp,2018-03-02,20203570000000.0
793,china,gdp,2018-03-03,20203570000000.0
794,china,gdp,2018-03-04,20203570000000.0
795,china,gdp,2018-03-05,20203570000000.0
796,china,gdp,2018-03-06,20203570000000.0
797,china,gdp,2018-03-07,20203570000000.0
798,china,gdp,2018-03-08,20203570000000.0
799,china,gdp,2018-03-09,20203570000000.0
800,china,gdp,2018-03-10,20203570000000.0
801,china,gdp,2018-03-11,20203570000000.0
802,china,gdp,2018-03-12,20203570000000.0
803,china,gdp,2018-03-13,20203570000000.0
804,china,gdp,2018-03-14,20203570000000.0
805,china,gdp,2018-03-15,20203570000000.0
806,china,gdp,2018-03-16,20203570000000.0
807,china,gdp,2018-03-17,20203570000000.0
808,china,gdp,2018-03-18,20203570000000.0
809,china,gdp,2018-03-19,20203570000000.0
810,china,gdp,2018-03-20,20203570000000.0
811,china,gdp,2018-03-21,20203570000000.0
812,china,gdp,2018-03-22,20203570000000.0
813,china,gdp,2018-03-23,20203570000000.0
814,china,gdp,2018-03-24,20203570000000.0
815,china,gdp,2018-03-25,20203570000000.0
816,china,gdp,2018-03-26,20203570000000.0
817,china,gdp,2018-03-27,20203570000000.0
