Price,Open,High,Low,Close,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Date,,,,,
1/2/2015,2058.899902,2072.360107421875,2046.040039,2058.199951171875,2708700000
1/5/2015,2054.439941,2054.439941,2017.3399658203125,2020.5799560546875,3799120000
1/6/2015,2022.1500244140625,2030.25,1992.439941,2002.6099853515625,4460110000
1/7/2015,2005.550048828125,2029.6099853515625,2005.550048828125,2025.9000244140625,3805480000
1/8/2015,2030.6099853515625,2064.080078,2030.6099853515625,2062.139892578125,3934010000
1/9/2015,2063.449951171875,2064.429931640625,2038.3299560546875,2044.810059,3364140000
1/12/2015,2046.1300048828125,2049.300048828125,2022.5799560546875,2028.260009765625,3456460000
1/13/2015,2031.5799560546875,2056.929931640625,2008.25,2023.030029296875,4107300000
1/14/2015,2018.4000244140625,2018.4000244140625,1988.439941,2011.27002,4378680000
1/15/2015,2013.75,2021.3499755859375,1991.469970703125,1992.6700439453125,4276720000
1/16/2015,1992.25,2020.459961,1988.1199951171875,2019.4200439453125,4056410000
1/20/2015,2020.760009765625,2028.939941,2004.489990234375,2022.550048828125,3944340000
1/21/2015,2020.189941,2038.290039,2012.040039,2032.1199951171875,3730070000
1/22/2015,2034.300048828125,2064.620117,2026.3800048828125,2063.149902,4176050000
1/23/2015,2062.97998,2062.97998,2050.540039,2051.820068359375,3573560000
1/26/2015,2050.419922,2057.620117,2040.969970703125,2057.090087890625,3465760000
1/27/2015,2047.8599853515625,2047.8599853515625,2019.9100341796875,2029.550048828125,3329810000
1/28/2015,2032.3399658203125,2042.489990234375,2001.489990234375,2002.1600341796875,4067530000
1/29/2015,2002.449951171875,2024.6400146484375,1989.1800537109375,2021.25,4127140000
1/30/2015,2019.3499755859375,2023.3199462890625,1993.3800048828125,1994.989990234375,4568650000
2/2/2015,1996.6700439453125,2021.6600341796875,1980.9000244140625,2020.8499755859375,4008330000
2/3/2015,2022.709961,2050.300048828125,2022.709961,2050.030029296875,4615900000
2/4/2015,2048.860107421875,2054.739990234375,2036.719970703125,2041.510009765625,4141920000
2/5/2015,2043.449951171875,2063.550048828125,2043.449951171875,2062.52002,3821990000
2/6/2015,2062.280029296875,2072.399902,2049.969970703125,2055.469970703125,4232970000
2/9/2015,2053.469970703125,2056.159912109375,2041.8800048828125,2046.739990234375,3549540000
2/10/2015,2049.379883,2070.860107421875,2048.620117,2068.590087890625,3669850000
2/11/2015,2068.550048828125,2073.47998,2057.989990234375,2068.530029296875,3596860000
2/12/2015,2069.97998,2088.530029296875,2069.97998,2088.47998,3788350000
2/13/2015,2088.780029296875,2097.030029296875,2086.699951171875,2096.989990234375,3527450000
2/17/2015,2096.469970703125,2101.300048828125,2089.800048828125,2100.340087890625,3361750000
2/18/2015,2099.159912109375,2100.22998,2092.149902,2099.679931640625,3370020000
