Date,USD_Open,USD_Close,Gold_Open_USD,Gold_Close_USD,Gold_High_USD,Gold_Low_USD,Volume,Open_EGP_Ounce,Close_EGP_Ounce,High_EGP_Ounce,Low_EGP_Ounce,Open_EGP,Close_EGP,High_EGP,Low_EGP,Daily_Range,Return,MA_7,MA_21,MA_50,EMA_21,Volatility_21,RSI_14
1/2/2015,7.135300159454346,7.135200023651123,1184,1186,1194.5,1169.5,138,8448.195388793945,8462.347228050232,8522.996428251266,8344.616427659988,271.61558631002765,272.0705781680593,274.0204937788759,268.2854478647094,5.7350459141665056,0.002560625,271.86226348980006,274.7984842205834,273.28607488864424,273.4613524796356,0.011252363216990014,34.30770409271227
1/5/2015,7.164299964904785,7.168900012969971,1180.300048828125,1203.9000244140625,1206.9000244140625,1180.0999755859375,470,8456.023598396452,8630.638901,8652.145601,8460.01873,271.8672689053146,277.48127704716575,278.17273299388916,271.99571528232804,6.1770177115611204,0.019887115010886136,272.9320499855236,274.8233001924097,273.1300348777759,273.82680016759286,0.011994116530500172,45.68698918059798
1/6/2015,7.118999958,7.118899822235107,1203.5,1219.300048828125,1220,1203.5,97,8567.716449,8680.074900853797,8685.057783126831,8567.595936059952,275.4582747761226,279.0706801759865,279.23088344163295,275.45440018197155,3.776483259661404,0.005727965,274.3697373682361,274.93545479695774,273.0768620569842,274.3035165319923,0.012052057782707104,54.116510355735855
1/7/2015,7.1296000480651855,7.128900051116943,1219.199951171875,1210.5999755859375,1219.199951171875,1210.5999755859375,29,8692.408030476072,8630.246228,8691.554594230955,8630.246228,279.4671992051078,277.4686523,279.4397606,277.4686523,1.971108280231988,-0.005740581,274.8838746143111,275.1613837545775,272.9817197157517,274.5912561502578,0.011657953558284301,56.384792533849705
1/8/2015,7.136000156402588,7.135300159454346,1207,1208.4000244140625,1215.699951171875,1206.300048828125,92,8613.152188777924,8622.296886886295,8674.384055,8607.312930753105,276.91906662523263,277.2130752772612,278.8877153839703,276.7313302603599,2.1563851236103915,-0.000921102,275.68290875916506,275.33024919322105,272.97866159856716,274.8296033436217,0.011648819,56.08611071845885
1/9/2015,7.123600006103516,7.122799873352051,1211.0999755859375,1216,1220.199951171875,1210.300048828125,43,8627.391793475952,8661.324645996094,8691.240058,8620.725035,277.37688020563445,278.4678459336118,279.429648,277.1625391,2.267108947875954,0.004526376,276.16397080359155,275.1408599369386,272.91259311135144,275.16035266998443,0.009237694,57.622975495783955
1/12/2015,7.113399982452393,7.112199783325195,1224.199951171875,1232.699951171875,1234.4000244140625,1219.0999755859375,100,8708.223911184235,8767.208325629588,8779.299586174311,8670.482582214056,279.9756911982328,281.87208274405094,282.2608255075574,278.7622802004294,3.4985453071279835,0.012224883,277.66345595414975,275.1431021865965,272.9369163064247,275.7705099,0.009642946,61.65046323
1/13/2015,7.126399993896484,7.126699924468994,1239.199951171875,1234.300048828125,1239.300048828125,1230.300048828125,20,8831.034524467774,8796.486064755474,8832.119564,8767.979265057598,283.9241411567114,282.8133832126762,283.95902597385566,281.89686900373266,2.0621569701229987,0.00333946,279.19814238909504,275.24329529747763,273.0967965494487,276.4107711551933,0.00962266,69.75482688134073
1/14/2015,7.125699996948242,7.1255998611450195,1229.5999755859375,1234.4000244140625,1243.800048828125,1225.5999755859375,21,8761.760542280274,8795.840642562252,8862.821455221856,8733.135015854496,281.69693257287037,282.7926324227901,284.9461139492937,280.7766012138343,4.169512735459421,-7.34E-05,279.95690744275566,275.36266708926416,273.38426818299985,276.99094036133846,0.009613521,70.99884257374924
1/15/2015,7.126500129699707,7.126299858093262,1231.5,1264.699951171875,1265,1227.300048828125,130,8776.28491,9012.631082566688,9014.769320487976,8746.108164,282.16390148135065,289.76260171899264,289.83134761322606,281.1936973,8.637650318654039,0.024646927,281.4843248060423,275.99093126447724,273.8592361417524,278.1520004847616,0.010430998513857084,78.46245129887966
1/16/2015,7.127299785614014,7.126999855041504,1256.0999755859375,1276.9000244140625,1279.699951171875,1256.0999755859375,44,8952.601087,9100.466288901516,9120.421366498573,8952.224343918613,287.8325939750645,292.5865670712787,293.22813723531345,287.8204814223034,5.407655813010081,0.00974579,283.6440269115231,276.88816452711137,274.36104878928535,279.4642338108086,0.010141756903375711,77.18678326989885
1/20/2015,7.230000019073486,7.229499816894531,1278.9000244140625,1294.199951171875,1297.300048828125,1273.800048828125,157,9246.447200906754,9356.418310021982,9378.830465460196,9208.937219763175,297.2799588762279,300.8156094980302,301.5361764901119,296.07398587821865,5.462190611893277,0.028125155,287.0158175144901,278.18203182950487,275.1256853,281.4052679641924,0.011457870973209562,86.13165262100787
1/21/2015,7.277500152587891,7.278100014,1295.199951171875,1293.699951171875,1303.5,1286.699951171875,78,9425.817842285149,9415.677632390289,9487.003367900848,9364.730932294158,303.04685460752484,302.72083953221625,305.01401346796496,301.0828663106775,3.9311471572874552,0.006333548,290.4805308857193,279.55750521042336,275.94425556458344,283.34304719764907,0.011428388955148885,85.56895997433372
1/22/2015,7.329100131988525,7.329999923706055,1293.199951171875,1300.699951171875,1302.0999755859375,1283.5,131,9477.991932821344,9534.130542854313,9544.392721702578,9408.054902076721,304.7242893186086,306.5291861962259,306.8591226615197,302.4757632445455,4.383359416974201,0.012580391458660634,294.00297423602996,281.1041590443643,276.71265764274796,285.4508780157015,0.011508169058993243,95.17258928705196
1/23/2015,7.380499839782715,7.382900238037109,1299.800048828125,1292.5999755859375,1299.800048828125,1292.5999755859375,23,9593.174052125541,9543.136667,9596.29409,9543.136667,308.4274776833971,306.8187396093745,308.5277891521472,306.8187396093745,1.709049542772675,0.000944619,297.43231086412976,282.83090558100827,277.6357443167189,287.3934108878536,0.010794001880024964,95.12177147691544
1/26/2015,7.427299976348877,7.436800003051758,1289.5,1279.4000244140625,1290.5999755859375,1279.4000244140625,26,9577.503319501877,9514.642105466919,9597.933902376099,9514.642105466919,307.9236523060709,305.90261885212016,308.5805103083608,305.90261885212016,2.6778914562406158,-0.00298587,300.7337374968912,284.5408983083901,278.4250331166785,289.0760661573323,0.010829706632638854,91.78343948269868
1/27/2015,7.417200088500977,7.418499946594238,1277.199951171875,1291.699951171875,1291.699951171875,1277.199951171875,20,9473.247590865474,9582.476018784335,9582.476018784335,9474.907769558718,304.5717552965253,308.0835281812122,308.0835281812122,304.6251312411374,3.458396940074806,0.007129424,303.3510127057797,286.4016916,279.2750676089561,290.8040172504123,0.010601464,91.92389883350997
1/28/2015,7.414100170135498,7.413799763,1285.9000244140625,1285.9000244140625,1286.800048828125,1285.9000244140625,180387,9533.791589785542,9533.405295890116,9540.077897,9533.405295890116,306.51828861014167,306.5058689822726,306.7203979191261,306.5058689822726,0.21452893685352592,-0.005120881,305.3394844073502,287.9557953110615,280.0826445,292.23145831694507,0.010546881,91.98868272959852
1/29/2015,7.444900035858154,7.445799827575684,1283.300048828125,1254.5999755859375,1285.4000244140625,1251,67983,9554.040579537279,9341.500282,9570.831280148006,9314.695584,307.1693082623267,300.3359841141425,307.7091414197118,299.4741937176581,8.234947702,-0.020129745,305.27096649536634,289.32323092300715,280.6561220399086,292.96823338941755,0.011586720024604385,78.55262431250257
1/30/2015,7.562799931,7.562399864196777,1258,1278.5,1284.300048828125,1257,8626,9514.002312660217,9668.528226,9712.390514845727,9505.936629,305.8820490510784,310.85016883551947,312.26037310417564,305.6227315,6.637641601439668,0.035008075,306.43229925298107,291.0256003140973,281.55775536360494,294.5938638845177,0.013242340170067441,82.54429316059588
2/2/2015,7.554900169372559,7.553800106048584,1284.0999755859375,1276.199951171875,1284.0999755859375,1266,1654,9701.247123045498,9640.159326501307,9699.834531758039,9563.110934257507,311.9021050057228,309.93808820554943,311.85668917511015,307.4609267207069,4.395762454403268,-0.002934149,306.91928525431297,292.8619051481642,282.2710923901916,295.9887933682478,0.012652292656905633,79.69382200113102
2/3/2015,7.593100070953369,7.5914998054504395,1273.5,1259.699951171875,1284.699951171875,1255.300048828125,2380,9669.812940359116,9563.011934247217,9752.799429383478,9529.610076460638,310.8914733184084,307.4577437988399,313.55954890554045,306.3838499352368,7.1756989703036425,-0.008002709,307.0105715670938,294.54700827343953,282.9469600328263,297.0314252255743,0.013018202,75.25138267100503
2/4/2015,7.60890007,7.616399765014648,1262,1263.800048828125,1271.5999755859375,1256.800048828125,668,9602.431888580322,9625.606394920032,9685.013755245367,9572.291597,308.7251238150151,309.47020093944514,311.38019050092004,307.75609164772226,3.624098853197779,0.006545476,307.5202261509973,296.07029036354805,283.6762219938336,298.1622230177444,0.012621994973790742,76.26274931635457
2/5/2015,7.601799964904785,7.601500034332275,1271.800048828125,1262,1272.5999755859375,1257.800048828125,133,9667.969566547545,9593.093043327332,9673.668758107757,9561.167114,310.8322075183675,308.4248731919987,311.0154406451929,307.39843150610477,3.617009139088111,-0.003377798,307.5689897239668,297.4681090785963,284.35531940698036,299.0951912154039,0.012761625,70.79820248951363
2/6/2015,7.610799789428711,7.610300064086914,1265,1233.9000244140625,1267.5999755859375,1228,432,9627.661734,9390.349434875185,9646.816175,9345.448479,309.5362815640465,301.9065197,310.1521107090273,300.46292149432475,9.689189214702537,-0.021134331,306.9119398236803,298.6318170475179,284.9042240306658,299.3507665303914,0.013800258477228588,59.596426649311326
