id,region,ticker,date,gpr,event
79,global,gpr,2016-03-19,40.4869384765625,no major event
80,global,gpr,2016-03-20,74.36376190185547,no major event
81,global,gpr,2016-03-21,112.46371459960938,no major event
82,global,gpr,2016-03-22,76.37043762207031,no major event
83,global,gpr,2016-03-23,245.37538146972656,no major event
84,global,gpr,2016-03-24,141.8479766845703,no major event
85,global,gpr,2016-03-25,186.76197814941406,no major event
86,global,gpr,2016-03-26,101.58541107177734,no major event
87,global,gpr,2016-03-27,65.11189270019531,no major event
88,global,gpr,2016-03-28,157.18687438964844,no major event
89,global,gpr,2016-03-29,168.95631408691406,no major event
90,global,gpr,2016-03-30,140.47825622558594,no major event
91,global,gpr,2016-03-31,131.27745056152344,no major event
92,global,gpr,2016-04-01,156.7049102783203,no major event
93,global,gpr,2016-04-02,88.50371551513672,no major event
94,global,gpr,2016-04-03,105.79058837890625,no major event
95,global,gpr,2016-04-04,113.1427230834961,no major event
96,global,gpr,2016-04-05,89.26080322265625,no major event
97,global,gpr,2016-04-06,101.51417541503906,no major event
98,global,gpr,2016-04-07,93.87843322753906,no major event
99,global,gpr,2016-04-08,46.477352142333984,no major event
100,global,gpr,2016-04-09,44.5455322265625,no major event
101,global,gpr,2016-04-10,69.59175872802734,no major event
102,global,gpr,2016-04-11,95.73894500732422,no major event
103,global,gpr,2016-04-12,79.82090759277344,no major event
104,global,gpr,2016-04-13,97.70214080810547,no major event
105,global,gpr,2016-04-14,96.78153228759766,no major event
106,global,gpr,2016-04-15,86.41481018066406,no major event
107,global,gpr,2016-04-16,55.63744354248047,no major event
108,global,gpr,2016-04-17,64.11421203613281,no major event
109,global,gpr,2016-04-18,52.3036994934082,no major event
110,global,gpr,2016-04-19,90.2462387084961,no major event
111,global,gpr,2016-04-20,93.18052673339844,no major event
112,global,gpr,2016-04-21,93.311767578125,no major event
113,global,gpr,2016-04-22,76.72159576416016,no major event
114,global,gpr,2016-04-23,40.49593734741211,no major event
115,global,gpr,2016-04-24,86.98208618164062,no major event
116,global,gpr,2016-04-25,80.2722396850586,no major event
117,global,gpr,2016-04-26,80.30467224121094,no major event
118,global,gpr,2016-04-27,74.1619644165039,no major event
119,global,gpr,2016-04-28,105.86102294921875,no major event
120,global,gpr,2016-04-29,77.53734588623047,no major event
121,global,gpr,2016-04-30,71.83882141113281,no major event
122,global,gpr,2016-05-01,77.36357116699219,no major event
123,global,gpr,2016-05-02,99.31861114501953,no major event
124,global,gpr,2016-05-03,71.12875366210938,no major event
125,global,gpr,2016-05-04,104.36856842041016,no major event
126,global,gpr,2016-05-05,103.82675170898438,no major event
127,global,gpr,2016-05-06,79.36795043945312,no major event
128,global,gpr,2016-05-07,54.57969665527344,no major event
129,global,gpr,2016-05-08,22.33191680908203,no major event
130,global,gpr,2016-05-09,100.38084411621094,no major event
131,global,gpr,2016-05-10,72.8036880493164,no major event
132,global,gpr,2016-05-11,113.59468841552734,no major event
133,global,gpr,2016-05-12,101.35812377929688,no major event
134,global,gpr,2016-05-13,88.21751403808594,no major event
135,global,gpr,2016-05-14,45.949867248535156,no major event
136,global,gpr,2016-05-15,72.96404266357422,no major event
137,global,gpr,2016-05-16,66.86859893798828,no major event
138,global,gpr,2016-05-17,88.40447235107422,no major event
139,global,gpr,2016-05-18,92.40077209472656,no major event
140,global,gpr,2016-05-19,73.92061614990234,no major event
141,global,gpr,2016-05-20,115.90248107910156,no major event
142,global,gpr,2016-05-21,83.91305541992188,no major event
143,global,gpr,2016-05-22,104.1688003540039,no major event
144,global,gpr,2016-05-23,121.707763671875,no major event
145,global,gpr,2016-05-24,86.67697143554688,no major event
146,global,gpr,2016-05-25,75.74468994140625,no major event
147,global,gpr,2016-05-26,68.9161148071289,no major event
148,global,gpr,2016-05-27,81.85124206542969,no major event
149,global,gpr,2016-05-28,62.501277923583984,no major event
150,global,gpr,2016-05-29,44.966983795166016,no major event
151,global,gpr,2016-05-30,108.72760772705078,no major event
152,global,gpr,2016-05-31,141.11044311523438,no major event
153,global,gpr,2016-06-01,100.83919525146484,no major event
154,global,gpr,2016-06-02,94.64479064941406,no major event
155,global,gpr,2016-06-03,144.19883728027344,no major event
156,global,gpr,2016-06-04,56.81184768676758,no major event
157,global,gpr,2016-06-05,63.55046081542969,no major event
158,global,gpr,2016-06-06,101.40513610839844,no major event
159,global,gpr,2016-06-07,79.2243423461914,no major event
160,global,gpr,2016-06-08,76.72159576416016,no major event
161,global,gpr,2016-06-09,61.34384536743164,no major event
162,global,gpr,2016-06-10,62.16614532470703,no major event
163,global,gpr,2016-06-11,44.436885833740234,no major event
164,global,gpr,2016-06-12,16.358360290527344,no major event
165,global,gpr,2016-06-13,93.311767578125,no major event
166,global,gpr,2016-06-14,108.35501861572266,no major event
167,global,gpr,2016-06-15,129.708984375,no major event
168,global,gpr,2016-06-16,78.98127746582031,no major event
169,global,gpr,2016-06-17,99.28677368164062,no major event
170,global,gpr,2016-06-18,70.89918518066406,no major event
171,global,gpr,2016-06-19,103.74932098388672,no major event
172,global,gpr,2016-06-20,90.8284683227539,no major event
173,global,gpr,2016-06-21,116.31917572021484,no major event
174,global,gpr,2016-06-22,104.51173400878906,no major event
175,global,gpr,2016-06-23,106.85701751708984,no major event
176,global,gpr,2016-06-24,67.60342407226562,no major event
177,global,gpr,2016-06-25,54.495826721191406,no major event
178,global,gpr,2016-06-26,38.25135803222656,no major event
179,global,gpr,2016-06-27,109.86957550048828,no major event
180,global,gpr,2016-06-28,96.44184112548828,no major event
181,global,gpr,2016-06-29,151.0141143798828,no major event
182,global,gpr,2016-06-30,134.22850036621094,no major event
183,global,gpr,2016-07-01,112.06250762939453,no major event
184,global,gpr,2016-07-02,88.87377166748047,no major event
185,global,gpr,2016-07-03,102.71527862548828,no major event
186,global,gpr,2016-07-04,42.83492660522461,no major event
187,global,gpr,2016-07-05,98.27861785888672,no major event
188,global,gpr,2016-07-06,107.6462173461914,no major event
189,global,gpr,2016-07-07,141.4793243408203,no major event
190,global,gpr,2016-07-08,131.0286407470703,no major event
191,global,gpr,2016-07-09,109.11988067626953,no major event
192,global,gpr,2016-07-10,121.48780822753906,no major event
193,global,gpr,2016-07-11,90.2462387084961,no major event
194,global,gpr,2016-07-12,114.82037353515625,no major event
195,global,gpr,2016-07-13,57.69348907470703,no major event
196,global,gpr,2016-07-14,109.42415618896484,no major event
197,global,gpr,2016-07-15,91.61395263671875,no major event
198,global,gpr,2016-07-16,237.53746032714844,no major event
199,global,gpr,2016-07-17,188.21408081054688,no major event
200,global,gpr,2016-07-18,158.04234313964844,no major event
201,global,gpr,2016-07-19,190.2488250732422,no major event
202,global,gpr,2016-07-20,104.29373168945312,no major event
203,global,gpr,2016-07-21,146.57379150390625,no major event
204,global,gpr,2016-07-22,150.14471435546875,no major event
205,global,gpr,2016-07-23,77.7395248413086,no major event
206,global,gpr,2016-07-24,104.01782989501953,no major event
207,global,gpr,2016-07-25,100.5713119506836,no major event
208,global,gpr,2016-07-26,81.79179382324219,no major event
209,global,gpr,2016-07-27,99.42936706542969,no major event
210,global,gpr,2016-07-28,90.89362335205078,no major event
211,global,gpr,2016-07-29,107.76387023925781,no major event
212,global,gpr,2016-07-30,66.51741790771484,no major event
213,global,gpr,2016-07-31,49.318626403808594,no major event
214,global,gpr,2016-08-01,98.58832550048828,no major event
215,global,gpr,2016-08-02,126.30240631103516,no major event
216,global,gpr,2016-08-03,118.50753784179688,no major event
217,global,gpr,2016-08-04,154.44447326660156,no major event
218,global,gpr,2016-08-05,93.311767578125,no major event
219,global,gpr,2016-08-06,45.007713317871094,no major event
220,global,gpr,2016-08-07,72.89268493652344,no major event
221,global,gpr,2016-08-08,116.02689361572266,no major event
222,global,gpr,2016-08-09,114.03922271728516,no major event
223,global,gpr,2016-08-10,116.2304458618164,no major event
224,global,gpr,2016-08-11,97.57951354980469,no major event
225,global,gpr,2016-08-12,112.60853576660156,no major event
226,global,gpr,2016-08-13,96.78153228759766,no major event
227,global,gpr,2016-08-14,87.17283630371094,no major event
228,global,gpr,2016-08-15,97.81204223632812,no major event
229,global,gpr,2016-08-16,95.1244125366211,no major event
230,global,gpr,2016-08-17,61.155094146728516,no major event
231,global,gpr,2016-08-18,118.65913391113281,no major event
232,global,gpr,2016-08-19,78.40396881103516,no major event
233,global,gpr,2016-08-20,55.85392761230469,no major event
234,global,gpr,2016-08-21,23.110937118530273,no major event
235,global,gpr,2016-08-22,84.60388946533203,no major event
236,global,gpr,2016-08-23,89.98486328125,no major event
237,global,gpr,2016-08-24,139.23226928710938,no major event
238,global,gpr,2016-08-25,176.9652099609375,no major event
239,global,gpr,2016-08-26,80.30467224121094,no major event
240,global,gpr,2016-08-27,117.3005599975586,no major event
241,global,gpr,2016-08-28,71.81718444824219,no major event
242,global,gpr,2016-08-29,151.196044921875,no major event
243,global,gpr,2016-08-30,79.74700164794922,no major event
244,global,gpr,2016-08-31,86.18061828613281,no major event
245,global,gpr,2016-09-01,72.01234436035156,no major event
246,global,gpr,2016-09-02,77.37384033203125,no major event
247,global,gpr,2016-09-03,81.90414428710938,no major event
248,global,gpr,2016-09-04,86.4900131225586,no major event
249,global,gpr,2016-09-05,52.6999397277832,no major event
250,global,gpr,2016-09-06,91.33917999267578,no major event
251,global,gpr,2016-09-07,91.87398529052734,no major event
252,global,gpr,2016-09-08,60.41156768798828,no major event
253,global,gpr,2016-09-09,116.9141616821289,no major event
254,global,gpr,2016-09-10,110.29214477539062,no major event
255,global,gpr,2016-09-11,93.0932388305664,no major event
256,global,gpr,2016-09-12,137.5460662841797,no major event
257,global,gpr,2016-09-13,122.2564468383789,no major event
258,global,gpr,2016-09-14,115.55469512939453,no major event
259,global,gpr,2016-09-15,99.23526000976562,no major event
260,global,gpr,2016-09-16,51.03395462036133,no major event
261,global,gpr,2016-09-17,66.83617401123047,no major event
262,global,gpr,2016-09-18,104.68611907958984,no major event
263,global,gpr,2016-09-19,255.72784423828125,no major event
264,global,gpr,2016-09-20,183.1067657470703,no major event
265,global,gpr,2016-09-21,162.7410430908203,no major event
266,global,gpr,2016-09-22,95.46304321289062,no major event
267,global,gpr,2016-09-23,100.2487564086914,no major event
268,global,gpr,2016-09-24,71.66613006591797,no major event
269,global,gpr,2016-09-25,52.461483001708984,no major event
270,global,gpr,2016-09-26,133.84112548828125,no major event
271,global,gpr,2016-09-27,83.86247253417969,no major event
272,global,gpr,2016-09-28,115.8915786743164,no major event
273,global,gpr,2016-09-29,104.65530395507812,no major event
274,global,gpr,2016-09-30,120.28876495361328,no major event
275,global,gpr,2016-10-01,47.720062255859375,no major event
276,global,gpr,2016-10-02,64.79350280761719,no major event
277,global,gpr,2016-10-03,64.83673858642578,no major event
278,global,gpr,2016-10-04,147.34649658203125,no major event
279,global,gpr,2016-10-05,119.91195678710938,no major event
280,global,gpr,2016-10-06,92.69335174560547,no major event
281,global,gpr,2016-10-07,25.318988800048828,no major event
282,global,gpr,2016-10-08,50.19042205810547,no major event
283,global,gpr,2016-10-09,101.5645751953125,no major event
284,global,gpr,2016-10-10,90.01542663574219,no major event
285,global,gpr,2016-10-11,85.37545776367188,no major event
286,global,gpr,2016-10-12,101.61250305175781,no major event
287,global,gpr,2016-10-13,112.53922271728516,no major event
288,global,gpr,2016-10-14,93.18052673339844,no major event
289,global,gpr,2016-10-15,60.44831085205078,no major event
290,global,gpr,2016-10-16,53.55189895629883,no major event
291,global,gpr,2016-10-17,128.75704956054688,no major event
292,global,gpr,2016-10-18,114.42375946044922,no major event
293,global,gpr,2016-10-19,112.19987487792969,no major event
294,global,gpr,2016-10-20,115.55469512939453,no major event
295,global,gpr,2016-10-21,78.98127746582031,no major event
296,global,gpr,2016-10-22,81.6326675415039,no major event
297,global,gpr,2016-10-23,79.82090759277344,no major event
298,global,gpr,2016-10-24,86.04071807861328,no major event
299,global,gpr,2016-10-25,71.29698944091797,no major event
300,global,gpr,2016-10-26,96.95320129394531,no major event
301,global,gpr,2016-10-27,99.09390258789062,no major event
302,global,gpr,2016-10-28,82.20970916748047,no major event
303,global,gpr,2016-10-29,66.83617401123047,no major event
304,global,gpr,2016-10-30,82.43946838378906,no major event
305,global,gpr,2016-10-31,63.814788818359375,no major event
306,global,gpr,2016-11-01,89.67141723632812,no major event
307,global,gpr,2016-11-02,77.03646087646484,no major event
308,global,gpr,2016-11-03,62.05097961425781,no major event
309,global,gpr,2016-11-04,48.217872619628906,no major event
310,global,gpr,2016-11-05,65.12256622314453,no major event
311,global,gpr,2016-11-06,69.65679931640625,no major event
312,global,gpr,2016-11-07,66.01131439208984,no major event
313,global,gpr,2016-11-08,89.67141723632812,no major event
314,global,gpr,2016-11-09,50.19042205810547,no major event
315,global,gpr,2016-11-10,71.2380142211914,no major event
316,global,gpr,2016-11-11,94.90303039550781,no major event
317,global,gpr,2016-11-12,39.57667541503906,no major event
318,global,gpr,2016-11-13,67.60342407226562,no major event
319,global,gpr,2016-11-14,153.25045776367188,no major event
320,global,gpr,2016-11-15,81.45658111572266,no major event
321,global,gpr,2016-11-16,106.85701751708984,no major event
322,global,gpr,2016-11-17,59.95597839355469,no major event
323,global,gpr,2016-11-18,92.14374542236328,no major event
324,global,gpr,2016-11-19,61.87860107421875,no major event
325,global,gpr,2016-11-20,52.5804443359375,no major event
326,global,gpr,2016-11-21,118.51763153076172,no major event
327,global,gpr,2016-11-22,100.06166076660156,no major event
328,global,gpr,2016-11-23,75.68257141113281,no major event
329,global,gpr,2016-11-24,67.71858978271484,no major event
330,global,gpr,2016-11-25,76.48912811279297,no major event
331,global,gpr,2016-11-26,83.14237976074219,no major event
332,global,gpr,2016-11-27,109.89561462402344,no major event
333,global,gpr,2016-11-28,111.19926452636719,no major event
334,global,gpr,2016-11-29,145.42979431152344,no major event
335,global,gpr,2016-11-30,120.1720199584961,no major event
336,global,gpr,2016-12-01,146.6143341064453,no major event
337,global,gpr,2016-12-02,64.86146545410156,no major event
338,global,gpr,2016-12-03,36.35190963745117,no major event
339,global,gpr,2016-12-04,22.950815200805664,no major event
340,global,gpr,2016-12-05,85.22901153564453,no major event
341,global,gpr,2016-12-06,68.572265625,no major event
342,global,gpr,2016-12-07,103.3477554321289,no major event
343,global,gpr,2016-12-08,75.39987182617188,no major event
344,global,gpr,2016-12-09,71.08514404296875,no major event
345,global,gpr,2016-12-10,62.58562469482422,no major event
346,global,gpr,2016-12-11,47.32239532470703,no major event
347,global,gpr,2016-12-12,95.49745178222656,no major event
348,global,gpr,2016-12-13,137.07176208496094,no major event
349,global,gpr,2016-12-14,110.9472427368164,no major event
350,global,gpr,2016-12-15,108.9334716796875,no major event
351,global,gpr,2016-12-16,107.91650390625,no major event
352,global,gpr,2016-12-17,57.11323547363281,no major event
353,global,gpr,2016-12-18,81.59033203125,no major event
354,global,gpr,2016-12-19,85.88137817382812,no major event
355,global,gpr,2016-12-20,114.6426010131836,no major event
356,global,gpr,2016-12-21,195.18496704101562,no major event
357,global,gpr,2016-12-22,125.21733856201172,no major event
358,global,gpr,2016-12-23,182.83653259277344,no major event
359,global,gpr,2016-12-24,100.55011749267578,no major event
360,global,gpr,2016-12-25,90.06981658935547,no major event
361,global,gpr,2016-12-26,95.73894500732422,no major event
362,global,gpr,2016-12-27,90.86843872070312,no major event
363,global,gpr,2016-12-28,127.40645599365234,no major event
364,global,gpr,2016-12-29,98.7843246459961,no major event
365,global,gpr,2016-12-30,206.6664276123047,no major event
366,global,gpr,2016-12-31,152.97825622558594,no major event
367,global,gpr,2017-01-01,108.47199249267578,no major event
368,global,gpr,2017-01-02,146.65013122558594,no major event
369,global,gpr,2017-01-03,121.9743881225586,no major event
370,global,gpr,2017-01-04,108.89063262939453,no major event
371,global,gpr,2017-01-05,68.13825988769531,no major event
372,global,gpr,2017-01-06,129.0610809326172,no major event
373,global,gpr,2017-01-07,71.2380142211914,no major event
374,global,gpr,2017-01-08,37.814701080322266,no major event
375,global,gpr,2017-01-09,161.02760314941406,no major event
376,global,gpr,2017-01-10,66.47293090820312,no major event
377,global,gpr,2017-01-11,137.6140899658203,no major event
378,global,gpr,2017-01-12,129.81033325195312,no major event
379,global,gpr,2017-01-13,127.04450225830078,no major event
380,global,gpr,2017-01-14,64.44683837890625,no major event
381,global,gpr,2017-01-15,29.185617446899414,no major event
382,global,gpr,2017-01-16,72.58614349365234,no major event
383,global,gpr,2017-01-17,100.71996307373047,no major event
384,global,gpr,2017-01-18,102.49857330322266,no major event
385,global,gpr,2017-01-19,125.66645050048828,no major event
386,global,gpr,2017-01-20,104.65530395507812,no major event
387,global,gpr,2017-01-21,39.01728820800781,no major event
388,global,gpr,2017-01-22,85.1360855102539,no major event
389,global,gpr,2017-01-23,111.45087432861328,no major event
390,global,gpr,2017-01-24,96.97809600830078,no major event
391,global,gpr,2017-01-25,104.37609100341797,no major event
392,global,gpr,2017-01-26,111.43194580078125,no major event
393,global,gpr,2017-01-27,119.15711212158203,no major event
394,global,gpr,2017-01-28,98.63725280761719,no major event
395,global,gpr,2017-01-29,116.2304458618164,no major event
396,global,gpr,2017-01-30,166.4895477294922,no major event
397,global,gpr,2017-01-31,188.69056701660156,no major event
398,global,gpr,2017-02-01,150.57125854492188,no major event
399,global,gpr,2017-02-02,166.10296630859375,no major event
400,global,gpr,2017-02-03,184.0315399169922,no major event
401,global,gpr,2017-02-04,148.07135009765625,no major event
402,global,gpr,2017-02-05,50.518463134765625,no major event
403,global,gpr,2017-02-06,83.56026458740234,no major event
404,global,gpr,2017-02-07,184.3418731689453,no major event
405,global,gpr,2017-02-08,101.92516326904297,no major event
406,global,gpr,2017-02-09,92.30064392089844,no major event
407,global,gpr,2017-02-10,212.408935546875,no major event
408,global,gpr,2017-02-11,128.20175170898438,no major event
409,global,gpr,2017-02-12,89.32766723632812,no major event
410,global,gpr,2017-02-13,132.0226287841797,no major event
411,global,gpr,2017-02-14,185.8536376953125,no major event
412,global,gpr,2017-02-15,118.85968017578125,no major event
413,global,gpr,2017-02-16,127.40645599365234,no major event
414,global,gpr,2017-02-17,88.52149963378906,no major event
415,global,gpr,2017-02-18,92.24872589111328,no major event
416,global,gpr,2017-02-19,95.06265258789062,no major event
417,global,gpr,2017-02-20,110.41893005371094,no major event
418,global,gpr,2017-02-21,139.23226928710938,no major event
419,global,gpr,2017-02-22,95.24954986572266,no major event
420,global,gpr,2017-02-23,59.775657653808594,no major event
421,global,gpr,2017-02-24,90.82076263427734,no major event
422,global,gpr,2017-02-25,43.472015380859375,no major event
423,global,gpr,2017-02-26,48.10783004760742,no major event
424,global,gpr,2017-02-27,81.36131286621094,no major event
425,global,gpr,2017-02-28,69.56926727294922,no major event
426,global,gpr,2017-03-01,130.10084533691406,no major event
427,global,gpr,2017-03-02,114.5424575805664,no major event
428,global,gpr,2017-03-03,64.7708740234375,no major event
429,global,gpr,2017-03-04,16.43954086303711,no major event
430,global,gpr,2017-03-05,122.122314453125,no major event
431,global,gpr,2017-03-06,117.259033203125,no major event
432,global,gpr,2017-03-07,141.88922119140625,no major event
433,global,gpr,2017-03-08,111.12447357177734,no major event
434,global,gpr,2017-03-09,123.0382308959961,no major event
435,global,gpr,2017-03-10,71.80421447753906,no major event
436,global,gpr,2017-03-11,52.903411865234375,no major event
437,global,gpr,2017-03-12,75.8024673461914,no major event
438,global,gpr,2017-03-13,78.47029876708984,no major event
439,global,gpr,2017-03-14,59.832916259765625,no major event
440,global,gpr,2017-03-15,95.8620834350586,no major event
441,global,gpr,2017-03-16,80.57597351074219,no major event
442,global,gpr,2017-03-17,97.03926849365234,no major event
443,global,gpr,2017-03-18,91.13523864746094,no major event
444,global,gpr,2017-03-19,99.91503143310547,no major event
445,global,gpr,2017-03-20,140.57020568847656,no major event
446,global,gpr,2017-03-21,81.21882629394531,no major event
447,global,gpr,2017-03-22,156.499267578125,no major event
448,global,gpr,2017-03-23,131.1907958984375,no major event
449,global,gpr,2017-03-24,177.37338256835938,no major event
450,global,gpr,2017-03-25,83.81195068359375,no major event
451,global,gpr,2017-03-26,46.93921661376953,no major event
452,global,gpr,2017-03-27,116.55330657958984,no major event
453,global,gpr,2017-03-28,87.32604217529297,no major event
454,global,gpr,2017-03-29,93.54426574707031,no major event
455,global,gpr,2017-03-30,75.62940216064453,no major event
456,global,gpr,2017-03-31,118.13721466064453,no major event
457,global,gpr,2017-04-01,66.33427429199219,no major event
458,global,gpr,2017-04-02,68.06645965576172,no major event
459,global,gpr,2017-04-03,79.89495086669922,no major event
460,global,gpr,2017-04-04,150.57125854492188,no major event
461,global,gpr,2017-04-05,125.19940948486328,no major event
462,global,gpr,2017-04-06,124.10195922851562,no major event
463,global,gpr,2017-04-07,143.82296752929688,no major event
464,global,gpr,2017-04-08,176.61795043945312,no major event
465,global,gpr,2017-04-09,130.3556671142578,no major event
466,global,gpr,2017-04-10,134.95645141601562,no major event
467,global,gpr,2017-04-11,97.26019287109375,no major event
468,global,gpr,2017-04-12,171.33970642089844,no major event
469,global,gpr,2017-04-13,156.74610900878906,no major event
470,global,gpr,2017-04-14,123.9395980834961,no major event
471,global,gpr,2017-04-15,118.7955322265625,no major event
472,global,gpr,2017-04-16,86.14241790771484,no major event
473,global,gpr,2017-04-17,111.51217651367188,no major event
474,global,gpr,2017-04-18,106.6658706665039,no major event
475,global,gpr,2017-04-19,152.96888732910156,no major event
476,global,gpr,2017-04-20,178.77349853515625,no major event
477,global,gpr,2017-04-21,130.75924682617188,no major event
478,global,gpr,2017-04-22,127.40645599365234,no major event
479,global,gpr,2017-04-23,41.20109176635742,no major event
480,global,gpr,2017-04-24,142.7318115234375,no major event
481,global,gpr,2017-04-25,61.82086181640625,no major event
482,global,gpr,2017-04-26,92.1579818725586,no major event
483,global,gpr,2017-04-27,104.49739837646484,no major event
484,global,gpr,2017-04-28,126.36498260498047,no major event
485,global,gpr,2017-04-29,84.0753173828125,no major event
486,global,gpr,2017-04-30,37.988162994384766,no major event
487,global,gpr,2017-05-01,126.25030517578125,no major event
488,global,gpr,2017-05-02,126.7417221069336,no major event
489,global,gpr,2017-05-03,109.7222671508789,no major event
490,global,gpr,2017-05-04,95.95024108886719,no major event
491,global,gpr,2017-05-05,76.30575561523438,no major event
492,global,gpr,2017-05-06,69.86804962158203,no major event
493,global,gpr,2017-05-07,22.034818649291992,no major event
494,global,gpr,2017-05-08,72.8036880493164,no major event
495,global,gpr,2017-05-09,77.81199645996094,no major event
496,global,gpr,2017-05-10,123.99986267089844,no major event
497,global,gpr,2017-05-11,99.90283203125,no major event
498,global,gpr,2017-05-12,78.98820495605469,no major event
499,global,gpr,2017-05-13,30.51049041748047,no major event
500,global,gpr,2017-05-14,37.64281463623047,no major event
501,global,gpr,2017-05-15,75.4284896850586,no major event
502,global,gpr,2017-05-16,74.9207534790039,no major event
503,global,gpr,2017-05-17,97.42845916748047,no major event
504,global,gpr,2017-05-18,97.73103332519531,no major event
505,global,gpr,2017-05-19,75.71583557128906,no major event
506,global,gpr,2017-05-20,62.501277923583984,no major event
507,global,gpr,2017-05-21,54.866546630859375,no major event
508,global,gpr,2017-05-22,143.4822235107422,no major event
509,global,gpr,2017-05-23,139.23226928710938,no major event
510,global,gpr,2017-05-24,181.95040893554688,no major event
511,global,gpr,2017-05-25,146.43972778320312,no major event
512,global,gpr,2017-05-26,218.0687255859375,no major event
513,global,gpr,2017-05-27,150.57125854492188,no major event
514,global,gpr,2017-05-28,86.60308074951172,no major event
515,global,gpr,2017-05-29,103.30252838134766,no major event
516,global,gpr,2017-05-30,128.18490600585938,no major event
517,global,gpr,2017-05-31,157.74131774902344,no major event
518,global,gpr,2017-06-01,90.67247772216797,no major event
