id,region,ticker,date,price_usd,high_usd,low_usd,open_usd
1,global,jpyusd,2016-01-01,120.28800201416016,120.28800201416016,120.28800201416016,120.28800201416016
2,global,jpyusd,2016-01-02,120.31099700927734,120.447998046875,118.72000122070312,120.31700134277344
3,global,jpyusd,2016-01-03,120.31099700927734,120.447998046875,118.72000122070312,120.31700134277344
4,global,jpyusd,2016-01-04,120.31099700927734,120.447998046875,118.72000122070312,120.31700134277344
5,global,jpyusd,2016-01-05,119.46700286865234,119.68000030517578,118.8010025024414,119.4739990234375
6,global,jpyusd,2016-01-06,119.10199737548828,119.1500015258789,118.26000213623047,119.0999984741211
7,global,jpyusd,2016-01-07,118.61000061035156,118.75299835205078,117.36399841308594,118.60900115966797
8,global,jpyusd,2016-01-08,117.54000091552734,118.70999908447266,117.51200103759766,117.52999877929688
9,global,jpyusd,2016-01-09,117.08000183105469,117.99199676513672,117.00900268554688,117.072998046875
10,global,jpyusd,2016-01-10,117.08000183105469,117.99199676513672,117.00900268554688,117.072998046875
11,global,jpyusd,2016-01-11,117.08000183105469,117.99199676513672,117.00900268554688,117.072998046875
12,global,jpyusd,2016-01-12,117.6500015258789,118.04399871826172,117.23999786376953,117.68099975585938
13,global,jpyusd,2016-01-13,117.83000183105469,118.36299896240234,117.77999877929688,117.83100128173828
14,global,jpyusd,2016-01-14,117.42500305175781,118.16100311279297,117.30999755859375,117.4000015258789
15,global,jpyusd,2016-01-15,118.2030029296875,118.25599670410156,116.6500015258789,118.2229995727539
16,global,jpyusd,2016-01-16,116.98999786376953,117.43399810791016,116.93099975585938,117.01000213623047
17,global,jpyusd,2016-01-17,116.98999786376953,117.43399810791016,116.93099975585938,117.01000213623047
18,global,jpyusd,2016-01-18,116.98999786376953,117.43399810791016,116.93099975585938,117.01000213623047
19,global,jpyusd,2016-01-19,117.38400268554688,118.0999984741211,117.26699829101562,117.39700317382812
20,global,jpyusd,2016-01-20,117.56500244140625,117.55999755859375,116.01699829101562,117.55999755859375
21,global,jpyusd,2016-01-21,117.13400268554688,117.45800018310547,116.47799682617188,117.20800018310547
22,global,jpyusd,2016-01-22,117.92400360107422,118.63700103759766,117.55999755859375,117.92500305175781
23,global,jpyusd,2016-01-23,118.5719985961914,118.84400177001953,118.18199920654297,118.55999755859375
24,global,jpyusd,2016-01-24,118.5719985961914,118.84400177001953,118.18199920654297,118.55999755859375
25,global,jpyusd,2016-01-25,118.5719985961914,118.84400177001953,118.18199920654297,118.55999755859375
26,global,jpyusd,2016-01-26,118.22799682617188,118.59500122070312,117.66600036621094,118.23500061035156
27,global,jpyusd,2016-01-27,118.37999725341797,118.73899841308594,118.0530014038086,118.38400268554688
28,global,jpyusd,2016-01-28,118.46700286865234,118.98699951171875,118.41000366210938,118.48200225830078
29,global,jpyusd,2016-01-29,118.93000030517578,121.66100311279297,118.5199966430664,118.93000030517578
30,global,jpyusd,2016-01-30,121.33999633789062,121.4020004272461,120.6989974975586,121.34200286865234
31,global,jpyusd,2016-01-31,121.33999633789062,121.4020004272461,120.6989974975586,121.34200286865234
32,global,jpyusd,2016-02-01,121.33999633789062,121.4020004272461,120.6989974975586,121.34200286865234
33,global,jpyusd,2016-02-02,120.83999633789062,121.0,120.19999694824219,120.85399627685547
34,global,jpyusd,2016-02-03,119.85600280761719,120.03800201416016,117.5790023803711,119.8499984741211
35,global,jpyusd,2016-02-04,118.12000274658203,118.16999816894531,116.81900024414062,118.16400146484375
