id,country,date,ticker,value_in_usd
1,gbpusd_rate,2016-01-01,price_oz_usd,0.6785600185394287
2,gbpusd_rate,2016-01-01,high_price_usd,0.6806700229644775
3,gbpusd_rate,2016-01-01,open_price_usd,0.6784300208091736
4,gbpusd_rate,2016-01-01,low_price_usd,0.6748999953269958
5,gbpusd_rate,2016-01-02,open_price_usd,0.6784300208091736
6,gbpusd_rate,2016-01-02,high_price_usd,0.6806700229644775
7,gbpusd_rate,2016-01-02,price_oz_usd,0.6785600185394287
8,gbpusd_rate,2016-01-02,low_price_usd,0.6748999953269958
9,gbpusd_rate,2016-01-03,high_price_usd,0.6806700229644775
10,gbpusd_rate,2016-01-03,open_price_usd,0.6784300208091736
11,gbpusd_rate,2016-01-03,price_oz_usd,0.6785600185394287
12,gbpusd_rate,2016-01-03,low_price_usd,0.6748999953269958
13,gbpusd_rate,2016-01-04,high_price_usd,0.6806700229644775
14,gbpusd_rate,2016-01-04,open_price_usd,0.6784300208091736
15,gbpusd_rate,2016-01-04,price_oz_usd,0.6785600185394287
16,gbpusd_rate,2016-01-04,low_price_usd,0.6748999953269958
17,gbpusd_rate,2016-01-05,high_price_usd,0.6830000281333923
18,gbpusd_rate,2016-01-05,open_price_usd,0.6796000003814697
19,gbpusd_rate,2016-01-05,low_price_usd,0.6789000034332275
20,gbpusd_rate,2016-01-05,price_oz_usd,0.6796200275421143
21,gbpusd_rate,2016-01-06,price_oz_usd,0.6814799904823303
22,gbpusd_rate,2016-01-06,low_price_usd,0.6812000274658203
23,gbpusd_rate,2016-01-06,high_price_usd,0.6847000122070312
24,gbpusd_rate,2016-01-06,open_price_usd,0.6813399791717529
25,gbpusd_rate,2016-01-07,open_price_usd,0.6835600137710571
26,gbpusd_rate,2016-01-07,high_price_usd,0.6880000233650208
27,gbpusd_rate,2016-01-07,low_price_usd,0.6829000115394592
28,gbpusd_rate,2016-01-07,price_oz_usd,0.6835299730300903
29,gbpusd_rate,2016-01-08,open_price_usd,0.6838499903678894
30,gbpusd_rate,2016-01-08,high_price_usd,0.6883000135421753
31,gbpusd_rate,2016-01-08,low_price_usd,0.6826900243759155
32,gbpusd_rate,2016-01-08,price_oz_usd,0.6836699843406677
33,gbpusd_rate,2016-01-09,high_price_usd,0.6888999938964844
34,gbpusd_rate,2016-01-09,price_oz_usd,0.6884700059890747
35,gbpusd_rate,2016-01-09,low_price_usd,0.6847000122070312
36,gbpusd_rate,2016-01-09,open_price_usd,0.6882799863815308
37,gbpusd_rate,2016-01-10,price_oz_usd,0.6884700059890747
38,gbpusd_rate,2016-01-10,open_price_usd,0.6882799863815308
39,gbpusd_rate,2016-01-10,high_price_usd,0.6888999938964844
40,gbpusd_rate,2016-01-10,low_price_usd,0.6847000122070312
41,gbpusd_rate,2016-01-11,price_oz_usd,0.6884700059890747
42,gbpusd_rate,2016-01-11,low_price_usd,0.6847000122070312
43,gbpusd_rate,2016-01-11,high_price_usd,0.6888999938964844
44,gbpusd_rate,2016-01-11,open_price_usd,0.6882799863815308
45,gbpusd_rate,2016-01-12,price_oz_usd,0.6875699758529663
46,gbpusd_rate,2016-01-12,low_price_usd,0.6866199970245361
47,gbpusd_rate,2016-01-12,open_price_usd,0.6875200271606445
48,gbpusd_rate,2016-01-12,high_price_usd,0.696399986743927
49,gbpusd_rate,2016-01-13,open_price_usd,0.6925699710845947
50,gbpusd_rate,2016-01-13,low_price_usd,0.6906999945640564
51,gbpusd_rate,2016-01-13,high_price_usd,0.694920003414154
52,gbpusd_rate,2016-01-13,price_oz_usd,0.6927000284194946
53,gbpusd_rate,2016-01-14,open_price_usd,0.6937999725341797
54,gbpusd_rate,2016-01-14,low_price_usd,0.692300021648407
55,gbpusd_rate,2016-01-14,price_oz_usd,0.6940600275993347
56,gbpusd_rate,2016-01-14,high_price_usd,0.6962000131607056
57,gbpusd_rate,2016-01-15,high_price_usd,0.6988999843597412
58,gbpusd_rate,2016-01-15,open_price_usd,0.6931899785995483
59,gbpusd_rate,2016-01-15,price_oz_usd,0.6931399703025818
60,gbpusd_rate,2016-01-15,low_price_usd,0.6930999755859375
61,gbpusd_rate,2016-01-16,price_oz_usd,0.7005699872970581
62,gbpusd_rate,2016-01-16,open_price_usd,0.7005699872970581
63,gbpusd_rate,2016-01-16,low_price_usd,0.698199987411499
64,gbpusd_rate,2016-01-16,high_price_usd,0.7017099857330322
65,gbpusd_rate,2016-01-17,low_price_usd,0.698199987411499
66,gbpusd_rate,2016-01-17,high_price_usd,0.7017099857330322
67,gbpusd_rate,2016-01-17,price_oz_usd,0.7005699872970581
68,gbpusd_rate,2016-01-17,open_price_usd,0.7005699872970581
69,gbpusd_rate,2016-01-18,price_oz_usd,0.7005699872970581
70,gbpusd_rate,2016-01-18,high_price_usd,0.7017099857330322
71,gbpusd_rate,2016-01-18,open_price_usd,0.7005699872970581
72,gbpusd_rate,2016-01-18,low_price_usd,0.698199987411499
73,gbpusd_rate,2016-01-19,high_price_usd,0.7075999975204468
74,gbpusd_rate,2016-01-19,open_price_usd,0.7016000151634216
75,gbpusd_rate,2016-01-19,low_price_usd,0.6972000002861023
76,gbpusd_rate,2016-01-19,price_oz_usd,0.7016000151634216
77,gbpusd_rate,2016-01-20,high_price_usd,0.7076600193977356
78,gbpusd_rate,2016-01-20,open_price_usd,0.7050999999046326
79,gbpusd_rate,2016-01-20,price_oz_usd,0.7050999999046326
80,gbpusd_rate,2016-01-20,low_price_usd,0.7031999826431274
81,gbpusd_rate,2016-01-21,open_price_usd,0.704200029373169
82,gbpusd_rate,2016-01-21,high_price_usd,0.7098000049591064
83,gbpusd_rate,2016-01-21,low_price_usd,0.703980028629303
84,gbpusd_rate,2016-01-21,price_oz_usd,0.7042999863624573
85,gbpusd_rate,2016-01-22,high_price_usd,0.7039099931716919
86,gbpusd_rate,2016-01-22,price_oz_usd,0.7028999924659729
87,gbpusd_rate,2016-01-22,low_price_usd,0.696399986743927
88,gbpusd_rate,2016-01-22,open_price_usd,0.7027999758720398
89,gbpusd_rate,2016-01-23,low_price_usd,0.6986700296401978
90,gbpusd_rate,2016-01-23,price_oz_usd,0.701259970664978
91,gbpusd_rate,2016-01-23,high_price_usd,0.7029399871826172
92,gbpusd_rate,2016-01-23,open_price_usd,0.7014099955558777
93,gbpusd_rate,2016-01-24,price_oz_usd,0.701259970664978
94,gbpusd_rate,2016-01-24,low_price_usd,0.6986700296401978
95,gbpusd_rate,2016-01-24,high_price_usd,0.7029399871826172
96,gbpusd_rate,2016-01-24,open_price_usd,0.7014099955558777
97,gbpusd_rate,2016-01-25,price_oz_usd,0.701259970664978
98,gbpusd_rate,2016-01-25,high_price_usd,0.7029399871826172
99,gbpusd_rate,2016-01-25,open_price_usd,0.7014099955558777
100,gbpusd_rate,2016-01-25,low_price_usd,0.6986700296401978
101,gbpusd_rate,2016-01-26,low_price_usd,0.6977999806404114
102,gbpusd_rate,2016-01-26,price_oz_usd,0.7020999789237976
103,gbpusd_rate,2016-01-26,open_price_usd,0.7020999789237976
104,gbpusd_rate,2016-01-26,high_price_usd,0.705299973487854
105,gbpusd_rate,2016-01-27,open_price_usd,0.6970999836921692
106,gbpusd_rate,2016-01-27,low_price_usd,0.6966000199317932
107,gbpusd_rate,2016-01-27,price_oz_usd,0.6972000002861023
108,gbpusd_rate,2016-01-27,high_price_usd,0.7026000022888184
109,gbpusd_rate,2016-01-28,high_price_usd,0.7021999955177307
110,gbpusd_rate,2016-01-28,open_price_usd,0.7019000053405762
111,gbpusd_rate,2016-01-28,low_price_usd,0.6941999793052673
112,gbpusd_rate,2016-01-28,price_oz_usd,0.7017999887466431
113,gbpusd_rate,2016-01-29,price_oz_usd,0.6962800025939941
114,gbpusd_rate,2016-01-29,high_price_usd,0.7046999931335449
115,gbpusd_rate,2016-01-29,open_price_usd,0.6963800191879272
116,gbpusd_rate,2016-01-29,low_price_usd,0.6937000155448914
117,gbpusd_rate,2016-01-30,high_price_usd,0.7023000121116638
118,gbpusd_rate,2016-01-30,open_price_usd,0.7020099759101868
119,gbpusd_rate,2016-01-30,price_oz_usd,0.7019500136375427
120,gbpusd_rate,2016-01-30,low_price_usd,0.6955000162124634
121,gbpusd_rate,2016-01-31,low_price_usd,0.6955000162124634
122,gbpusd_rate,2016-01-31,price_oz_usd,0.7019500136375427
123,gbpusd_rate,2016-01-31,high_price_usd,0.7023000121116638
124,gbpusd_rate,2016-01-31,open_price_usd,0.7020099759101868
125,gbpusd_rate,2016-02-01,price_oz_usd,0.7019500136375427
126,gbpusd_rate,2016-02-01,low_price_usd,0.6955000162124634
127,gbpusd_rate,2016-02-01,open_price_usd,0.7020099759101868
128,gbpusd_rate,2016-02-01,high_price_usd,0.7023000121116638
129,gbpusd_rate,2016-02-02,price_oz_usd,0.6930999755859375
130,gbpusd_rate,2016-02-02,high_price_usd,0.697700023651123
131,gbpusd_rate,2016-02-02,open_price_usd,0.6931999921798706
132,gbpusd_rate,2016-02-02,low_price_usd,0.6922000050544739
133,gbpusd_rate,2016-02-03,low_price_usd,0.6852999925613403
134,gbpusd_rate,2016-02-03,price_oz_usd,0.6940000057220459
135,gbpusd_rate,2016-02-03,high_price_usd,0.6951000094413757
136,gbpusd_rate,2016-02-03,open_price_usd,0.6940299868583679
137,gbpusd_rate,2016-02-04,low_price_usd,0.6817499995231628
138,gbpusd_rate,2016-02-04,high_price_usd,0.6879600286483765
139,gbpusd_rate,2016-02-04,price_oz_usd,0.6855999827384949
140,gbpusd_rate,2016-02-04,open_price_usd,0.6855700016021729
141,gbpusd_rate,2016-02-05,open_price_usd,0.6858699917793274
142,gbpusd_rate,2016-02-05,low_price_usd,0.6855900287628174
143,gbpusd_rate,2016-02-05,high_price_usd,0.6916000247001648
144,gbpusd_rate,2016-02-05,price_oz_usd,0.6858199834823608
145,gbpusd_rate,2016-02-06,open_price_usd,0.689079999923706
146,gbpusd_rate,2016-02-06,high_price_usd,0.6965000033378601
147,gbpusd_rate,2016-02-06,low_price_usd,0.6875
148,gbpusd_rate,2016-02-06,price_oz_usd,0.689079999923706
149,gbpusd_rate,2016-02-07,high_price_usd,0.6965000033378601
150,gbpusd_rate,2016-02-07,price_oz_usd,0.689079999923706
151,gbpusd_rate,2016-02-07,low_price_usd,0.6875
152,gbpusd_rate,2016-02-07,open_price_usd,0.689079999923706
153,gbpusd_rate,2016-02-08,low_price_usd,0.6875
154,gbpusd_rate,2016-02-08,open_price_usd,0.689079999923706
155,gbpusd_rate,2016-02-08,high_price_usd,0.6965000033378601
156,gbpusd_rate,2016-02-08,price_oz_usd,0.689079999923706
157,gbpusd_rate,2016-02-09,high_price_usd,0.6953999996185303
158,gbpusd_rate,2016-02-09,price_oz_usd,0.6927099823951721
159,gbpusd_rate,2016-02-09,open_price_usd,0.6927000284194946
160,gbpusd_rate,2016-02-09,low_price_usd,0.6901999711990356
161,gbpusd_rate,2016-02-10,open_price_usd,0.6913999915122986
162,gbpusd_rate,2016-02-10,high_price_usd,0.6917999982833862
163,gbpusd_rate,2016-02-10,price_oz_usd,0.6912800073623657
164,gbpusd_rate,2016-02-10,low_price_usd,0.6858999729156494
