id,country,date,ticker,value_in_usd
1,nokusd_rate,2016-01-01,price_oz_usd,8.82863998413086
2,nokusd_rate,2016-01-01,high_price_usd,8.906089782714844
3,nokusd_rate,2016-01-01,open_price_usd,8.831500053405762
4,nokusd_rate,2016-01-01,low_price_usd,8.811969757080078
5,nokusd_rate,2016-01-02,open_price_usd,8.831500053405762
6,nokusd_rate,2016-01-02,high_price_usd,8.906089782714844
7,nokusd_rate,2016-01-02,price_oz_usd,8.82863998413086
8,nokusd_rate,2016-01-02,low_price_usd,8.811969757080078
9,nokusd_rate,2016-01-03,high_price_usd,8.906089782714844
10,nokusd_rate,2016-01-03,open_price_usd,8.831500053405762
11,nokusd_rate,2016-01-03,price_oz_usd,8.82863998413086
12,nokusd_rate,2016-01-03,low_price_usd,8.811969757080078
13,nokusd_rate,2016-01-04,high_price_usd,8.906089782714844
14,nokusd_rate,2016-01-04,open_price_usd,8.831500053405762
15,nokusd_rate,2016-01-04,price_oz_usd,8.82863998413086
16,nokusd_rate,2016-01-04,low_price_usd,8.811969757080078
17,nokusd_rate,2016-01-05,high_price_usd,8.96282958984375
18,nokusd_rate,2016-01-05,open_price_usd,8.8779296875
19,nokusd_rate,2016-01-05,low_price_usd,8.856599807739258
20,nokusd_rate,2016-01-05,price_oz_usd,8.878450393676758
21,nokusd_rate,2016-01-06,price_oz_usd,8.905850410461426
22,nokusd_rate,2016-01-06,low_price_usd,8.888919830322266
23,nokusd_rate,2016-01-06,high_price_usd,8.989680290222168
24,nokusd_rate,2016-01-06,open_price_usd,8.905269622802734
25,nokusd_rate,2016-01-07,open_price_usd,8.934639930725098
26,nokusd_rate,2016-01-07,high_price_usd,8.982029914855957
27,nokusd_rate,2016-01-07,low_price_usd,8.904999732971191
28,nokusd_rate,2016-01-07,price_oz_usd,8.946049690246582
29,nokusd_rate,2016-01-08,open_price_usd,8.886099815368652
30,nokusd_rate,2016-01-08,high_price_usd,8.956299781799316
31,nokusd_rate,2016-01-08,low_price_usd,8.869600296020508
32,nokusd_rate,2016-01-08,price_oz_usd,8.88578987121582
33,nokusd_rate,2016-01-09,high_price_usd,8.954500198364258
34,nokusd_rate,2016-01-09,price_oz_usd,8.871060371398926
35,nokusd_rate,2016-01-09,low_price_usd,8.86044979095459
36,nokusd_rate,2016-01-09,open_price_usd,8.874930381774902
37,nokusd_rate,2016-01-10,price_oz_usd,8.871060371398926
38,nokusd_rate,2016-01-10,open_price_usd,8.874930381774902
39,nokusd_rate,2016-01-10,high_price_usd,8.954500198364258
40,nokusd_rate,2016-01-10,low_price_usd,8.86044979095459
41,nokusd_rate,2016-01-11,price_oz_usd,8.871060371398926
42,nokusd_rate,2016-01-11,low_price_usd,8.86044979095459
43,nokusd_rate,2016-01-11,high_price_usd,8.954500198364258
44,nokusd_rate,2016-01-11,open_price_usd,8.874930381774902
45,nokusd_rate,2016-01-12,price_oz_usd,8.940299987792969
46,nokusd_rate,2016-01-12,low_price_usd,8.847100257873535
47,nokusd_rate,2016-01-12,open_price_usd,8.94120979309082
48,nokusd_rate,2016-01-12,high_price_usd,8.94120979309082
49,nokusd_rate,2016-01-13,open_price_usd,8.868579864501953
