id,country,date,ticker,value_in_egp
9608,egypt,2022-07-29,high_price_egp,"33,453.80"
9609,egypt,2022-07-30,low_price_egp,"33,303.57"
9610,egypt,2022-07-30,high_price_egp,"33,673.24"
9611,egypt,2022-07-30,open_price_egp,"33,465.26"
9612,egypt,2022-07-30,price_oz_egp,"33,593.14"
9613,egypt,2022-07-31,price_oz_egp,"33,593.14"
9614,egypt,2022-07-31,open_price_egp,"33,465.26"
9615,egypt,2022-07-31,low_price_egp,"33,303.57"
9616,egypt,2022-07-31,high_price_egp,"33,673.24"
9617,egypt,2022-08-01,high_price_egp,"33,673.24"
9618,egypt,2022-08-01,price_oz_egp,"33,593.14"
9619,egypt,2022-08-01,open_price_egp,"33,465.26"
9620,egypt,2022-08-01,low_price_egp,"33,303.57"
9621,egypt,2022-08-02,price_oz_egp,"33,457.41"
9622,egypt,2022-08-02,low_price_egp,"33,485.97"
9623,egypt,2022-08-02,open_price_egp,"33,628.62"
9624,egypt,2022-08-02,high_price_egp,"34,045.96"
9625,egypt,2022-08-03,low_price_egp,"33,391.34"
9626,egypt,2022-08-03,high_price_egp,"33,871.17"
9627,egypt,2022-08-03,price_oz_egp,"33,582.05"
9628,egypt,2022-08-03,open_price_egp,"33,521.37"
9629,egypt,2022-08-04,high_price_egp,"34,379.71"
9630,egypt,2022-08-04,price_oz_egp,"34,269.98"
9631,egypt,2022-08-04,low_price_egp,"33,638.07"
9632,egypt,2022-08-04,open_price_egp,"33,685.69"
9633,egypt,2022-08-05,low_price_egp,"33,762.17"
9634,egypt,2022-08-05,open_price_egp,"34,303.02"
9635,egypt,2022-08-05,high_price_egp,"34,345.26"
9636,egypt,2022-08-05,price_oz_egp,"33,822.61"
9637,egypt,2022-08-06,price_oz_egp,"34,269.38"
9638,egypt,2022-08-06,low_price_egp,"33,842.59"
9639,egypt,2022-08-06,high_price_egp,"34,319.19"
9640,egypt,2022-08-06,open_price_egp,"33,893.03"
9641,egypt,2022-08-07,price_oz_egp,"34,269.38"
9642,egypt,2022-08-07,low_price_egp,"33,842.59"
9643,egypt,2022-08-07,high_price_egp,"34,319.19"
9644,egypt,2022-08-07,open_price_egp,"33,893.03"
9645,egypt,2022-08-08,price_oz_egp,"34,269.38"
9646,egypt,2022-08-08,low_price_egp,"33,842.59"
9647,egypt,2022-08-08,open_price_egp,"33,893.03"
9648,egypt,2022-08-08,high_price_egp,"34,319.19"
