Date,Value
1/1/1915,617.63
2/1/1915,623.8
3/1/1915,630.11
4/1/1915,623.8
5/1/1915,617.63
6/1/1915,617.63
7/1/1915,617.63
8/1/1915,617.63
9/1/1915,617.63
10/1/1915,611.57
11/1/1915,605.63
12/1/1915,605.63
1/1/1916,606.67
2/1/1916,606.67
3/1/1916,600.89
4/1/1916,595.22
5/1/1916,589.66
6/1/1916,584.2
7/1/1916,584.2
8/1/1916,578.84
9/1/1916,568.41
10/1/1916,558.35
11/1/1916,548.64
12/1/1916,543.91
1/1/1917,544.52
2/1/1917,530.91
3/1/1917,530.91
4/1/1917,505.63
5/1/1917,497.73
6/1/1917,490.07
7/1/1917,497.73
8/1/1917,490.07
9/1/1917,479.02
10/1/1917,471.92
11/1/1917,471.92
12/1/1917,465.03
1/1/1918,459.23
2/1/1918,455.97
3/1/1918,459.23
4/1/1918,452.76
5/1/1918,443.4
6/1/1918,437.36
7/1/1918,425.78
8/1/1918,417.48
9/1/1918,409.51
10/1/1918,401.83
11/1/1918,394.43
12/1/1918,389.65
1/1/1919,393.38
2/1/1919,400.67
3/1/1919,395.78
4/1/1919,388.67
5/1/1919,384.07
6/1/1919,384.07
7/1/1919,373.03
8/1/1919,366.71
9/1/1919,364.65
10/1/1919,358.61
11/1/1919,350.85
12/1/1919,343.43
1/1/1920,346.39
2/1/1920,342.83
3/1/1920,339.35
4/1/1920,329.32
5/1/1920,324.53
6/1/1920,319.87
7/1/1920,321.41
8/1/1920,329.32
9/1/1920,334.26
10/1/1920,335.94
11/1/1920,337.64
12/1/1920,344.6
1/1/1921,352.88
2/1/1921,364.38
3/1/1921,366.38
4/1/1921,370.42
5/1/1921,378.8
6/1/1921,380.95
7/1/1921,378.8
8/1/1921,378.8
9/1/1921,383.12
10/1/1921,383.12
11/1/1921,385.33
12/1/1921,387.55
1/1/1922,399.6
2/1/1922,399.6
3/1/1922,404.39
4/1/1922,404.39
5/1/1922,404.39
6/1/1922,404.39
7/1/1922,401.98
8/1/1922,406.82
9/1/1922,406.82
10/1/1922,404.39
11/1/1922,401.98
12/1/1922,399.6
1/1/1923,400.25
2/1/1923,400.25
3/1/1923,400.25
4/1/1923,397.88
5/1/1923,397.88
6/1/1923,395.54
7/1/1923,390.94
8/1/1923,393.22
9/1/1923,390.94
10/1/1923,388.68
11/1/1923,388.68
12/1/1923,388.68
1/1/1924,389.24
2/1/1924,391.5
3/1/1924,393.79
4/1/1924,396.11
5/1/1924,396.11
6/1/1924,396.11
7/1/1924,393.79
8/1/1924,396.11
9/1/1924,393.79
10/1/1924,391.5
11/1/1924,391.5
12/1/1924,389.24
1/1/1925,388.68
2/1/1925,390.94
3/1/1925,388.68
4/1/1925,390.94
5/1/1925,388.68
6/1/1925,384.24
7/1/1925,379.89
8/1/1925,379.89
9/1/1925,379.89
10/1/1925,379.89
11/1/1925,373.56
12/1/1925,375.65
1/1/1926,375.11
2/1/1926,375.11
3/1/1926,377.21
4/1/1926,375.11
5/1/1926,377.21
6/1/1926,379.34
7/1/1926,383.68
8/1/1926,385.88
9/1/1926,383.68
10/1/1926,381.5
11/1/1926,379.34
12/1/1926,379.34
1/1/1927,384.24
2/1/1927,386.44
3/1/1927,388.68
4/1/1927,388.68
5/1/1927,386.44
6/1/1927,382.05
7/1/1927,388.68
8/1/1927,390.94
9/1/1927,388.68
10/1/1927,386.44
11/1/1927,388.68
12/1/1927,388.68
1/1/1928,389.24
2/1/1928,393.79
3/1/1928,393.79
4/1/1928,393.79
5/1/1928,391.5
6/1/1928,393.79
7/1/1928,393.79
8/1/1928,393.79
9/1/1928,389.24
10/1/1928,391.5
11/1/1928,391.5
12/1/1928,393.79
1/1/1929,392.65
2/1/1929,392.65
3/1/1929,394.96
4/1/1929,397.3
5/1/1929,394.96
6/1/1929,392.65
7/1/1929,388.12
8/1/1929,388.12
9/1/1929,388.12
10/1/1929,388.12
11/1/1929,388.12
12/1/1929,390.37
1/1/1930,392.09
2/1/1930,394.39
3/1/1930,396.73
4/1/1930,394.39
5/1/1930,396.73
6/1/1930,399.09
7/1/1930,403.9
8/1/1930,406.34
9/1/1930,403.9
10/1/1930,406.34
11/1/1930,408.82
12/1/1930,416.44
1/1/1931,460.4
2/1/1931,466.27
3/1/1931,469.26
4/1/1931,472.28
5/1/1931,478.46
6/1/1931,484.79
7/1/1931,484.79
8/1/1931,484.79
9/1/1931,488.03
10/1/1931,491.3
11/1/1931,497.99
12/1/1931,501.4
1/1/1932,470.9
2/1/1932,477.58
3/1/1932,480.99
4/1/1932,484.45
5/1/1932,491.52
6/1/1932,495.14
7/1/1932,495.14
8/1/1932,498.8
9/1/1932,502.53
10/1/1932,506.3
11/1/1932,510.14
12/1/1932,514.03
1/1/1933,664.94
2/1/1933,675.41
3/1/1933,680.77
4/1/1933,680.77
5/1/1933,680.77
6/1/1933,675.41
7/1/1933,654.79
8/1/1933,649.83
9/1/1933,649.83
10/1/1933,649.83
11/1/1933,649.83
12/1/1933,649.83
1/1/1934,859.23
2/1/1934,852.77
3/1/1934,852.77
4/1/1934,852.77
5/1/1934,852.77
6/1/1934,846.41
7/1/1934,846.41
8/1/1934,846.41
9/1/1934,833.96
10/1/1934,840.14
11/1/1934,840.14
12/1/1934,846.41
1/1/1935,833.96
2/1/1935,827.88
3/1/1935,827.88
4/1/1935,821.88
5/1/1935,821.88
6/1/1935,827.88
7/1/1935,827.88
8/1/1935,827.88
9/1/1935,827.88
10/1/1935,827.88
11/1/1935,821.88
12/1/1935,821.88
1/1/1936,821.88
2/1/1936,821.88
3/1/1936,827.88
4/1/1936,827.88
5/1/1936,827.88
6/1/1936,821.88
7/1/1936,815.96
8/1/1936,810.14
9/1/1936,810.14
10/1/1936,810.14
11/1/1936,810.14
12/1/1936,810.14
1/1/1937,804.39
2/1/1937,804.39
3/1/1937,798.72
4/1/1937,793.14
5/1/1937,787.63
6/1/1937,787.63
7/1/1937,782.2
8/1/1937,782.2
9/1/1937,776.84
10/1/1937,776.84
11/1/1937,782.2
12/1/1937,787.63
1/1/1938,798.72
2/1/1938,804.39
3/1/1938,804.39
4/1/1938,798.72
5/1/1938,804.39
6/1/1938,804.39
7/1/1938,804.39
8/1/1938,804.39
9/1/1938,804.39
10/1/1938,810.14
11/1/1938,810.14
12/1/1938,810.14
1/1/1939,802.96
2/1/1939,808.74
3/1/1939,808.74
4/1/1939,814.6
5/1/1939,814.6
6/1/1939,814.6
7/1/1939,814.6
8/1/1939,814.6
9/1/1939,797.26
10/1/1939,802.96
11/1/1939,802.96
12/1/1939,802.96
1/1/1940,794.05
2/1/1940,788.38
3/1/1940,788.38
4/1/1940,788.38
5/1/1940,788.38
6/1/1940,782.79
7/1/1940,788.38
8/1/1940,788.38
9/1/1940,788.38
10/1/1940,788.38
11/1/1940,788.38
12/1/1940,782.79
1/1/1941,782.79
2/1/1941,782.79
3/1/1941,777.27
4/1/1941,771.84
5/1/1941,766.48
6/1/1941,750.84
7/1/1941,750.84
8/1/1941,740.76
9/1/1941,730.95
10/1/1941,721.39
11/1/1941,716.71
12/1/1941,712.08
1/1/1942,703.01
2/1/1942,698.56
3/1/1942,689.83
4/1/1942,685.55
5/1/1942,677.13
6/1/1942,677.13
7/1/1942,673
8/1/1942,668.93
9/1/1942,668.93
10/1/1942,660.91
11/1/1942,656.98
12/1/1942,653.09
1/1/1943,653.09
2/1/1943,653.09
3/1/1943,641.7
4/1/1943,634.33
5/1/1943,630.7
6/1/1943,630.7
7/1/1943,634.33
8/1/1943,637.99
9/1/1943,634.33
10/1/1943,634.33
11/1/1943,634.33
12/1/1943,634.33
1/1/1944,634.33
2/1/1944,634.33
3/1/1944,634.33
4/1/1944,630.7
5/1/1944,630.7
6/1/1944,627.12
7/1/1944,623.58
8/1/1944,623.58
9/1/1944,623.58
10/1/1944,623.58
11/1/1944,623.58
12/1/1944,620.07
1/1/1945,637.18
2/1/1945,637.18
3/1/1945,637.18
4/1/1945,637.18
5/1/1945,633.63
6/1/1945,626.62
7/1/1945,626.62
8/1/1945,626.62
9/1/1945,626.62
10/1/1945,626.62
11/1/1945,626.62
12/1/1945,623.18
1/1/1946,623.18
2/1/1946,626.62
3/1/1946,619.78
4/1/1946,616.41
5/1/1946,613.08
6/1/1946,606.52
7/1/1946,572.82
8/1/1946,561.48
9/1/1946,555.98
10/1/1946,545.28
11/1/1946,532.48
12/1/1946,527.53
1/1/1947,527.53
2/1/1947,527.53
3/1/1947,517.89
4/1/1947,517.89
5/1/1947,517.89
6/1/1947,515.54
7/1/1947,510.9
8/1/1947,504.08
9/1/1947,493.13
10/1/1947,493.13
11/1/1947,490.99
12/1/1947,484.7
1/1/1948,478.56
2/1/1948,482.63
3/1/1948,484.7
4/1/1948,476.55
5/1/1948,474.56
6/1/1948,470.62
7/1/1948,464.83
8/1/1948,462.93
9/1/1948,462.93
10/1/1948,464.83
11/1/1948,468.67
12/1/1948,470.62
1/1/1949,430.45
2/1/1949,434.07
3/1/1949,434.07
4/1/1949,432.25
5/1/1949,434.07
6/1/1949,432.25
7/1/1949,435.9
8/1/1949,434.07
9/1/1949,432.25
10/1/1949,435.9
11/1/1949,434.07
12/1/1949,437.75
1/1/1950,482.63
2/1/1950,482.63
3/1/1950,480.59
4/1/1950,480.59
5/1/1950,478.56
6/1/1950,476.55
7/1/1950,470.62
8/1/1950,466.74
9/1/1950,464.83
10/1/1950,461.05
11/1/1950,459.19
12/1/1950,453.68
1/1/1951,446.53
2/1/1951,441.32
3/1/1951,439.61
4/1/1951,439.61
5/1/1951,437.91
6/1/1951,437.91
7/1/1951,437.91
8/1/1951,437.91
9/1/1951,434.56
10/1/1951,432.9
11/1/1951,429.62
12/1/1951,428
1/1/1952,424.21
2/1/1952,427.43
3/1/1952,427.43
4/1/1952,425.81
5/1/1952,425.81
6/1/1952,424.21
7/1/1952,421.03
8/1/1952,421.03
9/1/1952,421.03
10/1/1952,421.03
11/1/1952,421.03
12/1/1952,421.03
1/1/1953,426.39
2/1/1953,428
3/1/1953,426.39
4/1/1953,426.39
5/1/1953,424.79
6/1/1953,423.2
7/1/1953,423.2
8/1/1953,421.63
9/1/1953,421.63
10/1/1953,420.07
11/1/1953,421.63
12/1/1953,421.63
1/1/1954,425.37
2/1/1954,425.37
3/1/1954,425.37
4/1/1954,426.95
5/1/1954,425.37
6/1/1954,425.37
7/1/1954,425.37
8/1/1954,425.37
9/1/1954,426.95
10/1/1954,426.95
11/1/1954,426.95
12/1/1954,428.55
1/1/1955,428.55
2/1/1955,428.55
3/1/1955,428.55
4/1/1955,428.55
5/1/1955,428.55
6/1/1955,428.55
7/1/1955,426.95
8/1/1955,426.95
9/1/1955,425.37
10/1/1955,425.37
11/1/1955,425.37
12/1/1955,426.95
1/1/1956,426.95
2/1/1956,426.95
3/1/1956,426.95
4/1/1956,425.37
5/1/1956,423.79
6/1/1956,420.67
7/1/1956,417.6
8/1/1956,419.13
9/1/1956,417.6
10/1/1956,416.09
11/1/1956,416.09
12/1/1956,414.58
1/1/1957,410.94
2/1/1957,409.45
3/1/1957,407.98
4/1/1957,406.52
5/1/1957,405.07
6/1/1957,403.63
7/1/1957,400.77
8/1/1957,400.77
9/1/1957,400.77
10/1/1957,400.77
11/1/1957,399.36
12/1/1957,399.36
1/1/1958,400.08
2/1/1958,400.08
3/1/1958,397.3
4/1/1958,395.93
5/1/1958,395.93
6/1/1958,395.93
7/1/1958,394.56
8/1/1958,395.93
9/1/1958,395.93
10/1/1958,395.93
11/1/1958,394.56
12/1/1958,395.93
1/1/1959,394.56
2/1/1959,395.93
3/1/1959,395.93
4/1/1959,394.56
5/1/1959,394.56
6/1/1959,393.21
7/1/1959,391.86
8/1/1959,391.86
9/1/1959,390.52
10/1/1959,389.2
11/1/1959,389.2
12/1/1959,389.2
1/1/1960,390.52
2/1/1960,389.2
3/1/1960,389.2
4/1/1960,387.88
5/1/1960,387.88
6/1/1960,386.57
7/1/1960,386.57
8/1/1960,386.57
9/1/1960,386.57
10/1/1960,383.97
11/1/1960,383.97
12/1/1960,383.97
1/1/1961,383.97
2/1/1961,383.97
3/1/1961,383.97
4/1/1961,383.97
5/1/1961,383.97
6/1/1961,383.97
7/1/1961,381.41
8/1/1961,382.69
9/1/1961,381.41
10/1/1961,381.41
11/1/1961,381.41
12/1/1961,381.41
1/1/1962,381.41
2/1/1962,380.14
3/1/1962,380.14
4/1/1962,378.89
5/1/1962,378.89
6/1/1962,378.89
7/1/1962,377.64
8/1/1962,377.64
9/1/1962,376.39
10/1/1962,376.39
11/1/1962,376.39
12/1/1962,376.39
1/1/1963,376.39
2/1/1963,376.39
3/1/1963,375.16
4/1/1963,375.16
5/1/1963,375.16
6/1/1963,373.93
7/1/1963,372.71
8/1/1963,372.71
9/1/1963,372.71
10/1/1963,371.5
11/1/1963,371.5
12/1/1963,370.3
1/1/1964,370.3
2/1/1964,370.3
3/1/1964,370.3
4/1/1964,370.3
5/1/1964,370.3
6/1/1964,369.11
7/1/1964,367.92
8/1/1964,369.11
9/1/1964,367.92
10/1/1964,367.92
11/1/1964,366.74
12/1/1964,366.74
1/1/1965,366.74
2/1/1965,366.74
3/1/1965,365.57
4/1/1965,364.41
5/1/1965,364.41
6/1/1965,362.1
7/1/1965,362.1
8/1/1965,362.1
9/1/1965,362.1
10/1/1965,360.96
11/1/1965,360.96
12/1/1965,359.82
1/1/1966,359.82
2/1/1966,357.57
